gene_id,gene_name,OG,in_orthogroup
YAL005C,SSA1,OG0000018,TRUE
YAL003W,EFB1,OG0001201,TRUE
YNCA0003W,SNR18,NA,FALSE
YAL002W,VPS8,OG0003331,TRUE
YAL001C,TFC3,OG0002800,TRUE
YAR002W,NUP60,OG0003031,TRUE
YAR002C-A,ERP1,OG0000159,TRUE
YAR003W,SWD1,OG0002053,TRUE
YAR007C,RFA1,OG0000971,TRUE
YAR008W,SEN34,OG0002682,TRUE
YAR009C,NA,OG0000006,TRUE
YAR010C,NA,OG0000035,TRUE
YNCA0004W,TGA1,NA,FALSE
YAR014C,BUD14,OG0001240,TRUE
YAR015W,ADE1,OG0002059,TRUE
YAR018C,KIN3,OG0001754,TRUE
YAR019C,CDC15,OG0001595,TRUE
YAR020C,PAU7,OG0000002,TRUE
YAR023C,DFP1,OG0003831,TRUE
YNCA0005W,SUP56,NA,FALSE
YNCA0006C,NA,NA,FALSE
YAR027W,UIP3,OG0003831,TRUE
YAR028W,KTD1,OG0003831,TRUE
YAR029W,DFP2,OG0003831,TRUE
YAR031W,PRM9,OG0003831,TRUE
YAR033W,MST28,OG0003831,TRUE
YAR035W,YAT1,OG0000732,TRUE
YAR035C-A,NA,NA,FALSE
YAR042W,SWH1,OG0000450,TRUE
YAR050W,FLO1,OG0000009,TRUE
YAR061W,NA,NA,FALSE
YAR064W,NA,NA,FALSE
YAR066W,NA,OG0004943,TRUE
YAR068W,NA,NA,FALSE
YAR071W,PHO11,OG0000145,TRUE
YBL113C,NA,OG0000029,TRUE
YBL112C,NA,OG0000029,TRUE
YBL111C,NA,OG0000029,TRUE
YBL108C-A,PAU9,OG0000002,TRUE
YNCB0001W,NA,NA,FALSE
YBL107C,MIX23,OG0003831,TRUE
YBL106C,SRO77,OG0000936,TRUE
YBL105C,PKC1,OG0001636,TRUE
YBL104C,SEA4,OG0001626,TRUE
YBL103C,RTG3,OG0003773,TRUE
YBL102W,SFT2,OG0000641,TRUE
YBL101C,ECM21,OG0000606,TRUE
YBL100W-C,NA,NA,FALSE
YBL100W-A,NA,OG0000006,TRUE
YBL100W-B,NA,OG0000006,TRUE
YNCB0002W,NA,NA,FALSE
YBL099W,ATP1,OG0003310,TRUE
YBL098W,BNA4,OG0004168,TRUE
YBL097W,BRN1,OG0000998,TRUE
YBL095W,MRX3,OG0000527,TRUE
YBL093C,ROX3,OG0001559,TRUE
YBL092W,RPL32,OG0002379,TRUE
YBL091C-A,SCS22,OG0001073,TRUE
YBL091C,MAP2,OG0001681,TRUE
YBL090W,MRP21,OG0003719,TRUE
YBL089W,AVT5,OG0000091,TRUE
YBL088C,TEL1,OG0001652,TRUE
YBL087C,RPL23A,OG0000854,TRUE
YBL086C,NA,OG0001348,TRUE
YBL085W,BOI1,OG0000416,TRUE
YBL084C,CDC27,OG0003303,TRUE
YBL082C,ALG3,OG0002683,TRUE
YBL081W,NA,OG0004219,TRUE
YBL080C,PET112,OG0002267,TRUE
YBL079W,NUP170,OG0000966,TRUE
YBL078C,ATG8,OG0003566,TRUE
YBL076C,ILS1,OG0003345,TRUE
YBL075C,SSA3,OG0000018,TRUE
YBL074C,AAR2,OG0003831,TRUE
YNCB0003W,SNR56,NA,FALSE
YBL072C,RPS8A,OG0000899,TRUE
YBL071C-B,NA,NA,FALSE
YBL071W-A,KTI11,OG0001790,TRUE
YBL071C,NA,NA,FALSE
YBL069W,AST1,OG0000102,TRUE
YBL068W,PRS4,OG0000138,TRUE
YBL067C,UBP13,OG0000439,TRUE
YBL066C,SEF1,OG0001648,TRUE
YBL064C,PRX1,OG0000349,TRUE
YBL063W,KIP1,OG0000423,TRUE
YBL061C,SKT5,OG0002196,TRUE
YBL060W,YEL1,OG0003578,TRUE
YBL059C-A,CMC2,OG0001157,TRUE
YBL059W,IAI11,OG0000737,TRUE
YBL058W,SHP1,OG0001874,TRUE
YBL057C,PTH2,OG0002183,TRUE
YBL056W,PTC3,OG0000425,TRUE
YBL055C,NA,NA,FALSE
YBL054W,TOD6,OG0000430,TRUE
YBL052C,SAS3,OG0001769,TRUE
YBL051C,PIN4,OG0000493,TRUE
YBL050W,SEC17,OG0002003,TRUE
YBL049W,MOH1,OG0000683,TRUE
YBL048W,RRT1,NA,FALSE
YBL047C,EDE1,OG0002293,TRUE
YBL046W,PSY4,OG0003729,TRUE
YBL045C,COR1,OG0003571,TRUE
YBL044W,NA,NA,FALSE
YBL043W,ECM13,OG0003452,TRUE
YBL042C,FUI1,OG0000129,TRUE
YBL041W,PRE7,OG0003411,TRUE
YBL040C,ERD2,OG0003067,TRUE
YBL039W-B,MIN6,NA,FALSE
YBL039C,URA7,OG0001079,TRUE
YBL038W,MRPL16,OG0002035,TRUE
YBL037W,APL3,OG0003014,TRUE
YBL036C,NA,OG0002371,TRUE
YBL035C,POL12,OG0001369,TRUE
YBL034C,STU1,OG0000866,TRUE
YBL033C,RIB1,OG0001995,TRUE
YBL032W,HEK2,OG0001380,TRUE
YBL031W,SHE1,OG0004600,TRUE
YBL030C,PET9,OG0000561,TRUE
YBL029C-A,NA,OG0002792,TRUE
YBL029W,NA,OG0001267,TRUE
YBL028C,NA,OG0003606,TRUE
YBL027W,RPL19B,OG0001001,TRUE
YBL026W,LSM2,OG0001382,TRUE
YBL025W,RRN10,OG0003772,TRUE
YBL024W,NCL1,OG0002373,TRUE
YBL023C,MCM2,OG0003173,TRUE
YBL022C,PIM1,OG0001818,TRUE
YBL021C,HAP3,OG0000992,TRUE
YBL020W,RFT1,OG0001577,TRUE
YBL019W,APN2,OG0003051,TRUE
YBL018C,POP8,OG0001248,TRUE
YBL017C,PEP1,OG0000057,TRUE
YBL016W,FUS3,OG0000229,TRUE
YBL015W,ACH1,OG0001878,TRUE
YNCB0004W,NA,NA,FALSE
YNCB0005C,NA,NA,FALSE
YBL014C,RRN6,OG0003740,TRUE
YBL013W,FMT1,OG0001765,TRUE
YBL011W,SCT1,OG0000541,TRUE
YBL010C,LAA2,OG0004265,TRUE
YBL009W,ALK2,OG0003831,TRUE
YBL008W-A,NA,NA,FALSE
YBL008W,HIR1,OG0001645,TRUE
YBL007C,SLA1,OG0002730,TRUE
YBL006C,LDB7,OG0004264,TRUE
YBL005W,PDR3,OG0000475,TRUE
YBL005W-A,NA,OG0000035,TRUE
YBL005W-B,NA,OG0000006,TRUE
YNCB0006W,NA,NA,FALSE
YBL004W,UTP20,OG0000840,TRUE
YBL003C,HTA2,OG0000258,TRUE
YBL002W,HTB2,OG0000257,TRUE
YBL001C,ECM15,OG0001909,TRUE
YBR001C,NTH2,OG0000351,TRUE
YBR002C,RER2,OG0000148,TRUE
YBR003W,COQ1,OG0002167,TRUE
YBR004C,GPI18,OG0003831,TRUE
YBR005W,RCR1,OG0000421,TRUE
YBR006W,UGA2,OG0000319,TRUE
YBR007C,DSF2,OG0001011,TRUE
YBR008C,FLR1,OG0000163,TRUE
YBR009C,HHF1,OG0000062,TRUE
YBR010W,HHT1,OG0000032,TRUE
YBR011C,IPP1,OG0000188,TRUE
YBR012W-A,NA,OG0000035,TRUE
YBR012W-B,NA,OG0000006,TRUE
YBR013C,NA,NA,FALSE
YNCB0007W,NA,NA,FALSE
YBR014C,GRX7,OG0001007,TRUE
YBR015C,MNN2,OG0000052,TRUE
YBR016W,CPP1,OG0000504,TRUE
YBR017C,KAP104,OG0003181,TRUE
YBR018C,GAL7,OG0004182,TRUE
YBR019C,GAL10,OG0003540,TRUE
YNCB0008W,NA,NA,FALSE
YBR020W,GAL1,OG0004028,TRUE
YBR021W,FUR4,OG0000129,TRUE
YBR022W,POA1,OG0003598,TRUE
YBR023C,CHS3,OG0000502,TRUE
YBR024W,SCO2,OG0000588,TRUE
YBR025C,OLA1,OG0000191,TRUE
YBR026C,ETR1,OG0000766,TRUE
YBR027C,NA,NA,FALSE
YBR028C,YPK3,OG0000917,TRUE
YBR029C,CDS1,OG0001399,TRUE
YBR030W,RKM3,OG0003485,TRUE
YBR031W,RPL4A,OG0000855,TRUE
YBR032W,NA,NA,FALSE
YBR033W,EDS1,OG0001865,TRUE
YBR034C,HMT1,OG0003353,TRUE
YBR035C,PDX3,OG0001226,TRUE
YNCB0009C,SNR161,NA,FALSE
YNCB0010W,TLC1,NA,FALSE
YBR036C,CSG2,OG0004627,TRUE
YBR037C,SCO1,OG0000588,TRUE
YBR038W,CHS2,OG0002056,TRUE
YBR039W,ATP3,OG0001988,TRUE
YBR040W,FIG1,OG0003795,TRUE
YBR041W,FAT1,OG0001516,TRUE
YBR042C,CST26,OG0000806,TRUE
YBR043C,QDR3,OG0003831,TRUE
YBR044C,TCM62,OG0004416,TRUE
YNCB0011C,NA,NA,FALSE
YBR045C,GIP1,OG0004340,TRUE
YBR046C,ZTA1,OG0001032,TRUE
YBR047W,FMP23,OG0004612,TRUE
YBR048W,RPS11B,OG0000985,TRUE
YBR049C,REB1,OG0000441,TRUE
YBR050C,REG2,NA,FALSE
YBR052C,RFS1,NA,FALSE
YBR053C,NA,OG0001026,TRUE
YBR054W,YRO2,OG0000246,TRUE
YBR055C,PRP6,OG0001016,TRUE
YNCB0012W,NA,NA,FALSE
YBR056W,MRX18,OG0000909,TRUE
YNCB0013W,NA,NA,FALSE
YBR056W-A,MNC1,NA,FALSE
YBR057C,MUM2,OG0000764,TRUE
YBR058C,UBP14,OG0001910,TRUE
YBR058C-A,TSC3,OG0004030,TRUE
YBR059C,AKL1,OG0000069,TRUE
YBR060C,ORC2,OG0003018,TRUE
YBR061C,TRM7,OG0001566,TRUE
YBR062C,NA,OG0002226,TRUE
YBR063C,CNM1,NA,FALSE
YBR065C,ECM2,OG0001601,TRUE
YBR066C,NRG2,OG0000396,TRUE
YBR067C,TIP1,OG0000002,TRUE
YBR068C,BAP2,OG0000034,TRUE
YBR069C,TAT1,OG0000034,TRUE
YNCB0014W,TBRT,NA,FALSE
YBR070C,ALG14,OG0003299,TRUE
YBR071W,NA,NA,FALSE
YBR072W,HSP26,OG0003992,TRUE
YBR072C-A,NA,NA,FALSE
YBR073W,RDH54,OG0002027,TRUE
YBR074W,PFF1,OG0000389,TRUE
YBR076W,ECM8,OG0004633,TRUE
YBR077C,SLM4,OG0004452,TRUE
YBR078W,ECM33,OG0000050,TRUE
YBR079C,RPG1,OG0002597,TRUE
YBR080C,SEC18,OG0000418,TRUE
YBR081C,SPT7,OG0001789,TRUE
YNCB0015W,NA,NA,FALSE
YNCB0016W,NA,NA,FALSE
YBR082C,UBC4,OG0000117,TRUE
YBR083W,TEC1,OG0000596,TRUE
YBR084W,MIS1,OG0000141,TRUE
YBR084C-A,RPL19A,OG0001001,TRUE
YBR085W,AAC3,OG0000561,TRUE
YBR085C-A,NA,OG0004428,TRUE
YBR086C,IST2,OG0001894,TRUE
YBR087W,RFC5,OG0001733,TRUE
YBR088C,POL30,OG0000967,TRUE
YBR089C-A,NHP6B,OG0000031,TRUE
YBR090C,NA,NA,FALSE
YBR091C,TIM12,OG0003831,TRUE
YBR092C,PHO3,OG0000145,TRUE
YBR093C,PHO5,OG0000145,TRUE
YBR094W,PBY1,OG0000954,TRUE
YBR095C,RXT2,OG0002759,TRUE
YBR096W,NA,OG0000729,TRUE
YBR097W,VPS15,OG0003322,TRUE
YBR098W,MMS4,OG0003672,TRUE
YBR101C,FES1,OG0003190,TRUE
YBR102C,EXO84,OG0001113,TRUE
YBR103W,SIF2,OG0002554,TRUE
YBR104W,YMC2,OG0000404,TRUE
YBR105C,VID24,OG0000492,TRUE
YBR106W,SND3,OG0003215,TRUE
YBR107C,IML3,NA,FALSE
YBR108W,AIM3,OG0003831,TRUE
YBR109C,CMD1,OG0000279,TRUE
YBR110W,ALG1,OG0002726,TRUE
YBR111C,YSA1,OG0002949,TRUE
YBR111W-A,SUS1,OG0001111,TRUE
YBR112C,CYC8,OG0000923,TRUE
YBR114W,RAD16,OG0002634,TRUE
YBR115C,LYS2,OG0002666,TRUE
YBR117C,TKL2,OG0000837,TRUE
YBR118W,TEF2,OG0000311,TRUE
YBR119W,MUD1,OG0004595,TRUE
YBR120C,CBP6,OG0003496,TRUE
YBR121C,GRS1,OG0003024,TRUE
YBR122C,MRPL36,OG0002561,TRUE
YBR123C,TFC1,OG0002623,TRUE
YBR125C,PTC4,OG0003586,TRUE
YBR126C,TPS1,OG0001869,TRUE
YBR126W-A,MEO1,NA,FALSE
YBR127C,VMA2,OG0001174,TRUE
YBR128C,ATG14,OG0004237,TRUE
YBR129C,OPY1,OG0003798,TRUE
YBR130C,SHE3,OG0000742,TRUE
YBR131W,CCZ1,OG0004236,TRUE
YBR132C,AGP2,OG0000745,TRUE
YBR133C,HSL7,OG0003831,TRUE
YBR135W,CKS1,OG0001899,TRUE
YBR136W,MEC1,OG0001473,TRUE
YBR137W,NA,OG0003693,TRUE
YBR138C,NA,OG0001344,TRUE
YBR139W,ATG42,OG0000068,TRUE
YBR140C,IRA1,OG0000344,TRUE
YBR141C,BMT2,OG0001710,TRUE
YBR142W,MAK5,OG0002284,TRUE
YBR143C,SUP45,OG0002579,TRUE
YBR144C,NA,NA,FALSE
YBR145W,ADH5,NA,FALSE
YBR146W,MRPS9,OG0003234,TRUE
YBR147W,RTC2,OG0000500,TRUE
YBR148W,YSW1,NA,FALSE
YBR149W,ARA1,OG0004041,TRUE
YBR150C,TBS1,OG0000112,TRUE
YBR151W,APD1,OG0000222,TRUE
YBR152W,SPP381,OG0004280,TRUE
YBR153W,RIB7,OG0001533,TRUE
YBR154C,RPB5,OG0001244,TRUE
YBR155W,CNS1,OG0002550,TRUE
YBR156C,SLI15,OG0002821,TRUE
YBR157C,ICS2,OG0004611,TRUE
YBR158W,AMN1,OG0000393,TRUE
YBR159W,IFA38,OG0002899,TRUE
YBR160W,CDC28,OG0000161,TRUE
YBR161W,CSH1,OG0000590,TRUE
YBR162C,TOS1,OG0000701,TRUE
YBR162C,TOS1,OG0001328,TRUE
YBR162W-A,YSY6,OG0003831,TRUE
YBR163W,EXO5,OG0001650,TRUE
YBR164C,ARL1,OG0003281,TRUE
YBR165W,UBS1,OG0004361,TRUE
YBR166C,TYR1,OG0001463,TRUE
YBR167C,POP7,OG0002403,TRUE
YBR168W,PEX32,OG0004470,TRUE
YBR169C,SSE2,OG0000594,TRUE
YBR170C,NPL4,OG0000496,TRUE
YBR171W,SEC66,OG0001703,TRUE
YBR172C,SMY2,OG0000591,TRUE
YBR173C,UMP1,OG0002688,TRUE
YBR175W,SWD3,OG0003727,TRUE
YBR176W,ECM31,OG0002086,TRUE
YBR177C,EHT1,OG0003812,TRUE
YBR179C,FZO1,OG0002767,TRUE
YBR180W,DTR1,OG0003831,TRUE
YBR181C,RPS6B,OG0000368,TRUE
YBR182C,SMP1,OG0000668,TRUE
YBR182C-A,NA,NA,FALSE
YBR183W,YPC1,OG0000446,TRUE
YBR184W,NA,NA,FALSE
YBR185C,MBA1,OG0002425,TRUE
YBR186W,PCH2,OG0004124,TRUE
YBR187W,GDT1,OG0002072,TRUE
YBR188C,NTC20,OG0005369,TRUE
YBR189W,RPS9B,OG0000361,TRUE
YBR191W,RPL21A,OG0000710,TRUE
YBR192W,RIM2,OG0002831,TRUE
YBR193C,MED8,OG0002182,TRUE
YBR194W,AIM4,OG0004635,TRUE
YBR195C,MSI1,OG0003784,TRUE
YBR196C,PGI1,OG0003413,TRUE
YBR196C-A,NA,NA,FALSE
YBR196C-B,NA,NA,FALSE
YBR197C,NA,OG0000589,TRUE
YBR198C,TAF5,OG0002096,TRUE
YBR199W,KTR4,OG0004498,TRUE
YBR200W,BEM1,OG0002642,TRUE
YBR200W-A,NA,NA,FALSE
YBR201W,DER1,OG0004466,TRUE
YBR201C-A,MIN7,NA,FALSE
YBR202W,MCM7,OG0002312,TRUE
YBR203W,COS111,OG0001568,TRUE
YBR204C,LDH1,OG0001622,TRUE
YBR205W,KTR3,OG0000033,TRUE
YBR207W,FTH1,OG0000056,TRUE
YBR208C,DUR12,OG0001027,TRUE
YBR209W,NA,NA,FALSE
YNCB0017C,NA,NA,FALSE
YNCB0018W,NA,NA,FALSE
YBR210W,ERV15,NA,FALSE
YBR211C,AME1,OG0004395,TRUE
YBR212W,NGR1,OG0000206,TRUE
YBR213W,MET8,OG0002614,TRUE
YBR214W,SDS24,OG0000684,TRUE
YBR215W,HPC2,OG0002896,TRUE
YBR216C,YBP1,OG0000376,TRUE
YBR217W,ATG12,OG0001356,TRUE
YBR218C,PYC2,OG0000546,TRUE
YBR219C,NA,OG0001075,TRUE
YBR220C,NA,OG0001075,TRUE
YBR221C,PDB1,OG0001641,TRUE
YBR221W-A,NA,NA,FALSE
YBR222C,PCS60,OG0004396,TRUE
YBR223C,TDP1,OG0003831,TRUE
YBR225W,NA,OG0003987,TRUE
YBR227C,MCX1,OG0004109,TRUE
YBR228W,SLX1,OG0003831,TRUE
YBR229C,ROT2,OG0002100,TRUE
YBR230C,OM14,OG0001608,TRUE
YBR230W-A,COQ21,NA,FALSE
YNCB0019C,LSR1,NA,FALSE
YBR231C,SWC5,OG0002685,TRUE
YBR233W,PBP2,OG0000706,TRUE
YBR233W-A,DAD3,OG0003592,TRUE
YBR234C,ARC40,OG0002455,TRUE
YBR235W,VHC1,OG0003824,TRUE
YBR236C,ABD1,OG0001829,TRUE
YBR237W,PRP5,OG0001714,TRUE
YBR238C,NA,OG0000542,TRUE
YBR239C,ERT1,OG0000164,TRUE
YBR240C,THI2,OG0004935,TRUE
YBR241C,VVS1,OG0000637,TRUE
YBR242W,NA,OG0000460,TRUE
YBR243C,ALG7,OG0003447,TRUE
YBR244W,GPX2,OG0000212,TRUE
YBR245C,ISW1,OG0000162,TRUE
YBR246W,RRT2,OG0002178,TRUE
YBR247C,ENP1,OG0001125,TRUE
YBR248C,HIS7,OG0001610,TRUE
YBR249C,ARO4,OG0002061,TRUE
YBR250W,SPO23,OG0004487,TRUE
YBR251W,MRPS5,OG0002215,TRUE
YBR252W,DUT1,OG0001747,TRUE
YBR253W,SRB6,OG0003339,TRUE
YBR254C,TRS20,OG0001202,TRUE
YBR255W,MTC4,OG0003116,TRUE
YBR255C-A,RCF3,OG0004259,TRUE
YBR256C,RIB5,OG0001906,TRUE
YBR257W,POP4,OG0003153,TRUE
YBR258C,SHG1,OG0003030,TRUE
YBR259W,NA,NA,FALSE
YBR260C,RGD1,OG0001672,TRUE
YBR261C,TAE1,OG0002446,TRUE
YBR262C,MIC12,OG0002625,TRUE
YBR263W,SHM1,OG0000128,TRUE
YBR264C,YPT10,OG0000040,TRUE
YBR265W,TSC10,OG0002875,TRUE
YBR267W,REI1,OG0003438,TRUE
YBR266C,SLM6,NA,FALSE
YBR268W,MRPL37,OG0002587,TRUE
YBR269C,SDH8,OG0001554,TRUE
YBR270C,BIT2,OG0003831,TRUE
YBR271W,EFM2,OG0002084,TRUE
YBR272C,HSM3,OG0003635,TRUE
YBR273C,UBX7,OG0000692,TRUE
YBR274W,CHK1,OG0004354,TRUE
YBR275C,RIF1,OG0003723,TRUE
YBR276C,PPS1,OG0002768,TRUE
YBR278W,DPB3,OG0000449,TRUE
YBR279W,PAF1,OG0001014,TRUE
YBR280C,SAF1,OG0003500,TRUE
YBR281C,DUG2,OG0002431,TRUE
YBR282W,MRPL27,OG0002346,TRUE
YBR283C,SSH1,OG0002847,TRUE
YBR284W,NA,NA,FALSE
YBR285W,HAB1,NA,FALSE
YBR286W,APE3,OG0001649,TRUE
YBR287W,NA,OG0000558,TRUE
YBR288C,APM3,OG0001273,TRUE
YBR289W,SNF5,OG0002122,TRUE
YBR290W,BSD2,OG0000841,TRUE
YBR291C,CTP1,OG0002898,TRUE
YBR292C,NA,NA,FALSE
YBR293W,VBA2,OG0000182,TRUE
YBR294W,SUL1,OG0000926,TRUE
YBR295W,PCA1,NA,FALSE
YBR296C,PHO89,OG0004009,TRUE
YBR296C-A,TYC1,NA,FALSE
YBR297W,MAL33,OG0000787,TRUE
YBR298C,MAL31,OG0000269,TRUE
YBR298C-A,NA,NA,FALSE
YBR299W,MAL32,OG0000116,TRUE
YBR301W,PAU24,OG0000002,TRUE
YBR302C,COS2,OG0000478,TRUE
YCL075W,NA,NA,FALSE
YCL074W,NA,NA,FALSE
YCL073C,GEX1,OG0000005,TRUE
YCL069W,VBA3,OG0000076,TRUE
YCL068C,NA,OG0001099,TRUE
YCL067C,HMLALPHA2,OG0004072,TRUE
YCL066W,HMLALPHA1,OG0004071,TRUE
YCL064C,CHA1,OG0000202,TRUE
YCL063W,VAC17,OG0004220,TRUE
YCL061C,MRC1,OG0002220,TRUE
YCL059C,KRR1,OG0002367,TRUE
YCL058C,FYV5,NA,FALSE
YCL058W-A,ADF1,OG0005357,TRUE
YCL057C-A,MIC10,OG0002050,TRUE
YCL057W,PRD1,OG0001913,TRUE
YCL056C,PEX34,NA,FALSE
YCL055W,KAR4,OG0000480,TRUE
YCL054W-A,RDT1,NA,FALSE
YCL054W,SPB1,OG0002638,TRUE
YCL052C,PBN1,OG0002568,TRUE
YCL051W,LRE1,OG0004073,TRUE
YCL050C,APA1,OG0001537,TRUE
YCL049C,NA,OG0003831,TRUE
YCL048W-A,NA,OG0004588,TRUE
YCL048W,SPS22,OG0000050,TRUE
YCL048W,SPS22,OG0004588,TRUE
YCL047C,POF1,OG0003831,TRUE
YCL045C,EMC1,OG0001741,TRUE
YCL044C,MGR1,OG0002436,TRUE
YCL043C,PDI1,OG0000372,TRUE
YCL042W,NA,NA,FALSE
YCL040W,GLK1,OG0000539,TRUE
YCL039W,GID7,OG0002522,TRUE
YCL038C,ATG22,OG0004074,TRUE
YCL037C,SRO9,OG0000245,TRUE
YCL036W,GFD2,OG0000442,TRUE
YCL035C,GRX1,OG0000532,TRUE
YCL034W,LSB5,OG0001630,TRUE
YCL033C,MXR2,OG0003785,TRUE
YCL032W,STE50,OG0001555,TRUE
YCL031C,RRP7,OG0001793,TRUE
YCL030C,HIS4,OG0002088,TRUE
YCL029C,BIK1,OG0002308,TRUE
YCL028W,RNQ1,OG0004589,TRUE
YCL027W,FUS1,OG0003817,TRUE
YCL026C-B,HBN1,OG0004221,TRUE
YCL026C-A,FRM2,NA,FALSE
YCL025C,AGP1,OG0000034,TRUE
YCL024W,KCC4,OG0000122,TRUE
YNCC0001C,NA,NA,FALSE
YCL021W-A,NA,NA,FALSE
YCL020W,NA,OG0000006,TRUE
YCL019W,NA,OG0000006,TRUE
YNCC0002W,SUP53,NA,FALSE
YCL018W,LEU2,OG0003224,TRUE
YCL017C,NFS1,OG0002958,TRUE
YCL016C,DCC1,OG0002114,TRUE
YCL014W,BUD3,OG0001832,TRUE
YCL012C,NA,OG0003831,TRUE
YCL011C,GBP2,OG0000365,TRUE
YCL010C,SGF29,OG0003219,TRUE
YCL009C,ILV6,OG0002045,TRUE
YCL008C,STP22,OG0003070,TRUE
YCL005W-A,VMA9,OG0003831,TRUE
YNCC0003C,SNR43,NA,FALSE
YCL005W,LDB16,OG0004232,TRUE
YCL004W,PGS1,OG0002601,TRUE
YCL002C,NA,OG0002272,TRUE
YCL001W,RER1,OG0000362,TRUE
YCL001W,RER1,OG0003778,TRUE
YCL001W-A,NA,OG0000362,TRUE
YCL001W-B,NA,OG0000362,TRUE
YCR001W,NA,NA,FALSE
YCR002C,CDC10,OG0002432,TRUE
YCR003W,MRPL32,OG0000300,TRUE
YCR004C,YCP4,OG0000027,TRUE
YCR005C,CIT2,OG0000150,TRUE
YCR006C,NA,NA,FALSE
YNCC0004C,SUF2,NA,FALSE
YCR007C,DFP3,OG0003831,TRUE
YNCC0005W,NA,NA,FALSE
YCR008W,SAT4,OG0003108,TRUE
YCR009C,RVS161,OG0000551,TRUE
YCR010C,ADY2,OG0000051,TRUE
YCR011C,ADP1,OG0002058,TRUE
YCR012W,PGK1,OG0001720,TRUE
YCR014C,POL4,OG0004425,TRUE
YCR015C,CTO1,OG0002627,TRUE
YNCC0006C,SNR33,NA,FALSE
YNCC0007C,SUF16,NA,FALSE
YCR016W,RBP95,OG0002479,TRUE
YCR017C,CWH43,OG0002771,TRUE
YCR018C,SRD1,OG0000075,TRUE
YNCC0008W,NA,NA,FALSE
YNCC0009C,NA,NA,FALSE
YCR019W,MAK32,OG0002668,TRUE
YCR020C,PET18,OG0003670,TRUE
YCR020C-A,MAK31,OG0003831,TRUE
YCR020W-B,HTL1,OG0004424,TRUE
YCR021C,HSP30,OG0000246,TRUE
YCR022C,NA,NA,FALSE
YCR023C,NA,OG0003503,TRUE
YCR024C,SLM5,OG0001116,TRUE
YCR024C-B,NA,NA,FALSE
YCR024C-A,PMP1,OG0005367,TRUE
YCR025C,NA,NA,FALSE
YCR026C,NPP1,OG0000688,TRUE
YCR027C,RHB1,OG0003831,TRUE
YNCC0010C,NA,NA,FALSE
YCR028C,FEN2,OG0000660,TRUE
YCR028C-A,RIM1,OG0003165,TRUE
YCR030C,SYP1,OG0000545,TRUE
