gene_id,gene_name,OG,in_orthogroup
YGR240C-A,NA,NA,FALSE
YNCG0046W,NA,NA,FALSE
YHL048C-A,NA,NA,FALSE
YHL041W,NA,NA,FALSE
YHL037C,NA,NA,FALSE
YHL035C,VMR1,NA,FALSE
YNCH0001W,NA,NA,FALSE
YHL015W-A,NA,NA,FALSE
YHL012W,NA,NA,FALSE
YNCH0002C,NA,NA,FALSE
YHL005C,NA,NA,FALSE
YNCH0003C,NA,NA,FALSE
YHR007C-A,NA,NA,FALSE
YHR014W,SPO13,NA,FALSE
YNCH0004C,NA,NA,FALSE
YNCH0005W,NA,NA,FALSE
YNCH0006C,NA,NA,FALSE
YHR021W-A,ECM12,NA,FALSE
YHR022C-A,NA,NA,FALSE
YHR050W-A,NA,NA,FALSE
YNCH0007W,RUF5-1,NA,FALSE
YHR052C-B,NA,NA,FALSE
YHR053C,CUP1-1,NA,FALSE
YHR054C,NA,NA,FALSE
YNCH0008W,RUF5-2,NA,FALSE
YHR054C-B,NA,NA,FALSE
YHR055C,CUP1-2,NA,FALSE
YHR056C,RSC30,NA,FALSE
YHR057C,CPR2,NA,FALSE
YNCH0009C,NA,NA,FALSE
YHR086W-A,NA,NA,FALSE
YHR091C,MSR1,NA,FALSE
YHR093W,AHT1,NA,FALSE
YNCH0010C,NA,NA,FALSE
YHR125W,NA,NA,FALSE
YHR126C,ANS1,NA,FALSE
YHR130C,NA,NA,FALSE
YHR136C,SPL2,NA,FALSE
YNCH0011W,SUT169,NA,FALSE
YHR139C-A,NA,NA,FALSE
YNCH0012W,SNR32,NA,FALSE
YNCH0013C,SUF8,NA,FALSE
YHR152W,SPO12,NA,FALSE
YHR153C,SPO16,NA,FALSE
YNCH0014W,SNR71,NA,FALSE
YHR157W,REC104,NA,FALSE
YHR160C,PEX18,NA,FALSE
YHR173C,NA,NA,FALSE
YHR175W-A,NA,NA,FALSE
YHR180W,NA,NA,FALSE
YNCH0015W,NA,NA,FALSE
YNCH0016C,NA,NA,FALSE
YHR199C-A,NBL1,NA,FALSE
YHR213W-A,NA,NA,FALSE
YHR213W-B,NA,NA,FALSE
YHR214C-D,NA,NA,FALSE
YHR214C-E,NA,NA,FALSE
YIL175W,NA,NA,FALSE
YIL174W,NA,NA,FALSE
YIL171W,NA,NA,FALSE
YIL170W,HXT12,NA,FALSE
YIL167W,SDL1,NA,FALSE
YIL165C,NA,NA,FALSE
YIL163C,NA,NA,FALSE
YIL152W,VPR1,NA,FALSE
YIL134C-A,NA,NA,FALSE
YNCI0001W,SNR68,NA,FALSE
YIL114C,POR2,NA,FALSE
YIL105W-A,NA,NA,FALSE
YNCI0002W,NA,NA,FALSE
YNCI0003C,NA,NA,FALSE
YIL092W,NA,NA,FALSE
YIL089W,NA,NA,FALSE
YNCI0004W,NA,NA,FALSE
YIL086C,NA,NA,FALSE
YNCI0005W,NA,NA,FALSE
YIL059C,NA,NA,FALSE
YNCI0006W,SUP17,NA,FALSE
YIL054W,NA,NA,FALSE
YIL046W-A,NA,NA,FALSE
YIL037C,PRM2,NA,FALSE
YNCI0007C,NA,NA,FALSE
YIL029C,EMA17,NA,FALSE
YNCI0008C,NA,NA,FALSE
YNCI0009W,NA,NA,FALSE
YIL012W,NA,NA,FALSE
YNCI0010C,NA,NA,FALSE
YIL002W-A,CMI7,NA,FALSE
YNCI0011W,NA,NA,FALSE
YIR018C-A,NA,NA,FALSE
YNCI0012,ICR1,NA,FALSE
YIR020C,NA,NA,FALSE
YNCI0013W,PWR1,NA,FALSE
YIR021W,MRS1,NA,FALSE
YIR021W-A,NA,NA,FALSE
YIR042C,NA,NA,FALSE
YIR043C,NA,NA,FALSE
YJL217W,REE1,NA,FALSE
YJL213W,NA,NA,FALSE
YNCJ0001C,NA,NA,FALSE
YJL199C,MBB1,NA,FALSE
YJL185C,ATG36,NA,FALSE
YNCJ0002C,NA,NA,FALSE
YJL161W,FMP33,NA,FALSE
YNCJ0003C,SNR128,NA,FALSE
YNCJ0004C,SNR190,NA,FALSE
YJL144W,ROQ1,NA,FALSE
YJL142C,IRC9,NA,FALSE
YJL136W-A,NA,NA,FALSE
YJL127C-B,MCO6,NA,FALSE
YJL118W,NA,NA,FALSE
YNCJ0005C,NA,NA,FALSE
YNCJ0006W,NA,NA,FALSE
YJL107C,NA,NA,FALSE
YNCJ0007C,SNR37,NA,FALSE
YNCJ0008W,NA,NA,FALSE
YJL078C,PRY3,NA,FALSE
YJL077W-B,NA,NA,FALSE
YJL077C,ICS3,NA,FALSE
YJL077W-A,NA,NA,FALSE
YJL075C,APQ13,NA,FALSE
YJL052C-A,NA,NA,FALSE
YJL047C-A,NA,NA,FALSE
YNCJ0009C,SNR60,NA,FALSE
YNCJ0010W,SUP7,NA,FALSE
YNCJ0011W,NA,NA,FALSE
YNCJ0012W,NA,NA,FALSE
YNCJ0013C,NA,NA,FALSE
YNCJ0014C,NA,NA,FALSE
YJL038C,LOH1,NA,FALSE
YJL037W,IRC18,NA,FALSE
YNCJ0015W,NA,NA,FALSE
YNCJ0016C,EMT5,NA,FALSE
YJL028W,NA,NA,FALSE
YJL027C,NA,NA,FALSE
YNCJ0017C,NA,NA,FALSE
YNCJ0018W,NA,NA,FALSE
YNCJ0019C,NA,NA,FALSE
YJL007C,NA,NA,FALSE
YNCJ0020W,EMT3,NA,FALSE
YNCJ0021C,SUP51,NA,FALSE
YNCJ0022C,IMT3,NA,FALSE
YNCJ0023C,NA,NA,FALSE
YNCJ0024W,SUF23,NA,FALSE
YNCJ0025W,HSX1,NA,FALSE
YNCJ0026W,NA,NA,FALSE
YNCJ0027C,SUP4,NA,FALSE
YJR079W,NA,NA,FALSE
YNCJ0028C,IRT1,NA,FALSE
YNCJ0029W,NA,NA,FALSE
YJR112W-A,NA,NA,FALSE
YJR120W,DMO1,NA,FALSE
YJR128W,NA,NA,FALSE
YNCJ0030W,SNR3,NA,FALSE
YJR146W,NA,NA,FALSE
YJR147W,HMS2,NA,FALSE
YJR151W-A,NA,NA,FALSE
YJR153W,PGU1,NA,FALSE
YJR154W,NA,NA,FALSE
YKL218C,SRY1,NA,FALSE
YNCK0001W,SNR64,NA,FALSE
YNCK0002C,TRT2,NA,FALSE
YNCK0003W,NA,NA,FALSE
YNCK0004W,NA,NA,FALSE
YKL183C-A,NA,NA,FALSE
YNCK0005C,NA,NA,FALSE
YKL161C,KDX1,NA,FALSE
YNCK0006C,NA,NA,FALSE
YNCK0007W,NA,NA,FALSE
YNCK0008W,NA,NA,FALSE
YKL106C-A,NA,NA,FALSE
YKL105C,SEG2,NA,FALSE
YKL104W-A,NA,NA,FALSE
YKL102C,NA,NA,FALSE
YKL097C,NA,NA,FALSE
YKL096C-B,NA,NA,FALSE
YNCK0009W,SNR38,NA,FALSE
YNCK0010W,NA,NA,FALSE
YKL071W,OSI1,NA,FALSE
YNCK0011C,NA,NA,FALSE
YKL068W-A,NA,NA,FALSE
YNCK0012C,NA,NA,FALSE
YKL065W-A,DPC7,NA,FALSE
YKL044W,MMO1,NA,FALSE
YNCK0013W,SNR69,NA,FALSE
YKL037W,AIM26,NA,FALSE
YNCK0014W,NA,NA,FALSE
YKL026C,GPX1,NA,FALSE
YKL023C-A,MIN9,NA,FALSE
YKL023W,SKA1,NA,FALSE
YNCK0015C,SNR87,NA,FALSE
YNCK0016W,NA,NA,FALSE
YNCK0017W,NA,NA,FALSE
YKR032W,NA,NA,FALSE
YNCK0018C,NA,NA,FALSE
YNCK0019W,NA,NA,FALSE
YNCK0020C,SNR42,NA,FALSE
YKR073C,NA,NA,FALSE
YNCK0021W,NA,NA,FALSE
YKR077W,MSA2,NA,FALSE
YKR078W,VPS501,NA,FALSE
YKR091W,SRL3,NA,FALSE
YKR101W,SIR1,NA,FALSE
YLL063C,AYT1,NA,FALSE
YLL060C,GTT2,NA,FALSE
YLL049W,LDB18,NA,FALSE
YLL030C,RRT7,NA,FALSE
YNCL0001W,NA,NA,FALSE
YLL017W,NA,NA,FALSE
YLL016W,SDC25,NA,FALSE
YLL006W-A,NA,NA,FALSE
YLR010C,TEN1,NA,FALSE
YNCL0002C,NA,NA,FALSE
YLR011W,LOT6,NA,FALSE
YNCL0003W,SNR30,NA,FALSE
YNCL0004C,NA,NA,FALSE
YLR036C,NA,NA,FALSE
YLR042C,NFG1,NA,FALSE
YLR053C,NRS1,NA,FALSE
YLR082C,SRL2,NA,FALSE
YNCL0005C,SNR79,NA,FALSE
YNCL0006W,SNR6,NA,FALSE
YLR111W,NA,NA,FALSE
YLR112W,NA,NA,FALSE
YNCL0007W,NA,NA,FALSE
YLR122C,NA,NA,FALSE
YLR125W,NA,NA,FALSE
YNCL0008W,NA,NA,FALSE
YNCL0009C,NA,NA,FALSE
YNCL0011C,ETS2-1,NA,FALSE
YNCL0010C,RDN37-1,NA,FALSE
YNCL0012C,RDN25-1,NA,FALSE
YNCL0013C,ITS2-1,NA,FALSE
YNCL0014C,RDN58-1,NA,FALSE
YNCL0015C,ITS1-1,NA,FALSE
YNCL0016C,RDN18-1,NA,FALSE
YNCL0017C,ETS1-1,NA,FALSE
YNCL0018W,RDN5-1,NA,FALSE
YNCL0019C,ETS2-2,NA,FALSE
YNCL0020C,RDN37-2,NA,FALSE
YNCL0021C,RDN25-2,NA,FALSE
YLR154C-G,NA,NA,FALSE
YNCL0022C,ITS2-2,NA,FALSE
YNCL0023C,RDN58-2,NA,FALSE
YNCL0024C,ITS1-2,NA,FALSE
YNCL0025C,RDN18-2,NA,FALSE
YNCL0026C,ETS1-2,NA,FALSE
YNCL0027W,RDN5-2,NA,FALSE
YNCL0028W,RDN5-3,NA,FALSE
YNCL0029W,RDN5-4,NA,FALSE
YNCL0030W,RDN5-5,NA,FALSE
YNCL0031W,RDN5-6,NA,FALSE
YLR162W,NA,NA,FALSE
YLR162W-A,RRT15,NA,FALSE
YLR204W,QRI5,NA,FALSE
YNCL0032C,NA,NA,FALSE
YNCL0033C,NA,NA,FALSE
YLR236C,NA,NA,FALSE
YNCL0034W,NA,NA,FALSE
YLR254C,NDL1,NA,FALSE
YLR255C,NA,NA,FALSE
YNCL0035C,NA,NA,FALSE
YLR261C,VPS63,NA,FALSE
YLR264C-A,NA,NA,FALSE
YLR265C,NEJ1,NA,FALSE
YNCL0036C,NA,NA,FALSE
YLR285C-A,NA,NA,FALSE
YLR296W,NA,NA,FALSE
YLR297W,NA,NA,FALSE
YNCL0037W,NA,NA,FALSE
YLR302C,NA,NA,FALSE
YNCL0038W,NA,NA,FALSE
YLR312C,ATG39,NA,FALSE
YLR313C,SPH1,NA,FALSE
YNCL0039W,NA,NA,FALSE
YLR331C,JIP3,NA,FALSE
YNCL0040W,NA,NA,FALSE
YNCL0041C,SNR61,NA,FALSE
YNCL0042C,SNR55,NA,FALSE
YNCL0043C,SNR57,NA,FALSE
YNCL0044W,NA,NA,FALSE
YLR342W-A,NA,NA,FALSE
YNCL0045W,TRR4,NA,FALSE
YLR346C,CIS1,NA,FALSE
YLR358C,NA,NA,FALSE
YLR365W,NA,NA,FALSE
YNCL0046W,SNR44,NA,FALSE
YLR373C,VID22,NA,FALSE
YNCL0047W,NA,NA,FALSE
YLR379W-A,NA,NA,FALSE
YNCL0048W,SNR34,NA,FALSE
YLR406C-A,NA,NA,FALSE
YLR411W,CTR3,NA,FALSE
YLR412C-A,NA,NA,FALSE
YLR415C,NA,NA,FALSE
YNCL0049C,NA,NA,FALSE
YNCL0050C,NA,NA,FALSE
YLR453C,RIF2,NA,FALSE
YNCL0051C,NA,NA,FALSE
YNCM0001W,NA,NA,FALSE
YML122C,NA,NA,FALSE
YNCM0002C,SNR85,NA,FALSE
YML100W-A,NA,NA,FALSE
YNCM0003W,ZOD1,NA,FALSE
YML083C,NA,NA,FALSE
YNCM0004C,NA,NA,FALSE
YML058W-A,HUG1,NA,FALSE
YNCM0005C,SNR54,NA,FALSE
YML054C-A,NA,NA,FALSE
YNCM0006W,SUP5,NA,FALSE
YML053C,NA,NA,FALSE
YML051W,GAL80,NA,FALSE
YNCM0007C,NA,NA,FALSE
YNCM0008C,SUF7,NA,FALSE
YML007C-A,MIN4,NA,FALSE
YNCM0009C,NA,NA,FALSE
YMR001C-A,NA,NA,FALSE
YMR007W,NA,NA,FALSE
YMR008C-A,NA,NA,FALSE
YNCM0010W,NA,NA,FALSE
YNCM0011W,SNR78,NA,FALSE
YNCM0012W,SNR77,NA,FALSE
YNCM0013W,SNR76,NA,FALSE
YNCM0014W,SNR75,NA,FALSE
YNCM0015W,SNR74,NA,FALSE
YNCM0016W,SNR73,NA,FALSE
YNCM0017W,SNR72,NA,FALSE
YMR017W,SPO20,NA,FALSE
YMR018W,PEX9,NA,FALSE
YNCM0018C,NA,NA,FALSE
YMR030W-A,NA,NA,FALSE
YNCM0019W,NA,NA,FALSE
YNCM0020W,NA,NA,FALSE
YNCM0021C,NA,NA,FALSE
YNCM0022C,NA,NA,FALSE
YMR056C,AAC1,NA,FALSE
YMR075C-A,NA,NA,FALSE
YNCM0023C,NA,NA,FALSE
YMR082C,NA,NA,FALSE
YMR085W,NA,NA,FALSE
YNCM0024W,NA,NA,FALSE
YMR103C,NA,NA,FALSE
YMR105W-A,NA,NA,FALSE
YNCM0025C,NA,NA,FALSE
YMR106W-A,NA,NA,FALSE
YNCM0026C,SNR24,NA,FALSE
YNCM0027W,NA,NA,FALSE
YMR122C,NA,NA,FALSE
YMR141C,NA,NA,FALSE
YNCM0028C,EMT4,NA,FALSE
YMR158C-A,NA,NA,FALSE
YNCM0029C,NA,NA,FALSE
YMR174C,PAI3,NA,FALSE
YMR175W,SIP18,NA,FALSE
YMR175W-A,NA,NA,FALSE
YMR182W-A,MIN3,NA,FALSE
YNCM0030W,SNR83,NA,FALSE
YNCM0031W,SNR11,NA,FALSE
YNCM0032C,RNA170,NA,FALSE
YMR207C,HFA1,NA,FALSE
YMR230W-A,NA,NA,FALSE
YNCM0033C,NA,NA,FALSE
YMR242W-A,NA,NA,FALSE
YNCM0034C,SNR86,NA,FALSE
YNCM0035C,NA,NA,FALSE
YMR247W-A,NA,NA,FALSE
YMR254C,NA,NA,FALSE
YNCM0036C,CDC65,NA,FALSE
YMR272W-B,NA,NA,FALSE
YNCM0037W,SUP8,NA,FALSE
YMR315W-A,NA,NA,FALSE
