gene_id,gene_name,OG,in_orthogroup
orf19.679,FGR39,NA,FALSE
orf19.675,NA,NA,FALSE
orf19.673,NA,NA,FALSE
orf19.664,NA,NA,FALSE
orf19.658,GIN1,NA,FALSE
orf19.1166,CTA3,NA,FALSE
orf19.1149,MRF1,NA,FALSE
orf19.1146,NA,NA,FALSE
orf19.5277,NA,NA,FALSE
orf19.5267,NA,NA,FALSE
orf19.5264,NA,NA,FALSE
orf19.5262,NA,NA,FALSE
orf19.5259,NA,NA,FALSE
orf19.5258,NA,NA,FALSE
orf19.5256,NA,NA,FALSE
orf19.5246,NA,NA,FALSE
orf19.5233,NA,NA,FALSE
orf19.5223,NA,NA,FALSE
orf19.69,NA,NA,FALSE
orf19.3760,DLH1,NA,FALSE
orf19.6359,NA,NA,FALSE
orf19.6351,NA,NA,FALSE
orf19.6350,NA,NA,FALSE
orf19.4914,NA,NA,FALSE
orf19.4923,NA,NA,FALSE
orf19.4936,NA,NA,FALSE
orf19.4940,NA,NA,FALSE
orf19.4942,NA,NA,FALSE
orf19.4943,PSA2,NA,FALSE
orf19.4946,NA,NA,FALSE
orf19.4949,NA,NA,FALSE
orf19.4953,NA,NA,FALSE
orf19.4965,NA,NA,FALSE
orf19.4969,KEM1,NA,FALSE
orf19.4970,NA,NA,FALSE
orf19.4976,NA,NA,FALSE
orf19.4982,NA,NA,FALSE
orf19.4984,NA,NA,FALSE
orf19.4995,NA,NA,FALSE
orf19.7206,OCA6,NA,FALSE
orf19.7252,NA,NA,FALSE
orf19.7260,NA,NA,FALSE
orf19.7265,NA,NA,FALSE
orf19.7266,NA,NA,FALSE
orf19.7271,NA,NA,FALSE
orf19.7275,FGR24,NA,FALSE
orf19.7277,NA,NA,FALSE
orf19.7278,NA,NA,FALSE
orf19.1914,FAV3,NA,FALSE
orf19.1906,NA,NA,FALSE
orf19.2103,NA,NA,FALSE
orf19.2082,SAP30,NA,FALSE
orf19.2079,PHHB,NA,FALSE
orf19.2074,NA,NA,FALSE
orf19.2071,NA,NA,FALSE
orf19.2065,NA,NA,FALSE
orf19.2061,NA,NA,FALSE
orf19.2049,NA,NA,FALSE
orf19.2048,NA,NA,FALSE
orf19.2044,PGA27,NA,FALSE
orf19.2038,NA,NA,FALSE
orf19.2035,NA,NA,FALSE
orf19.2034,NA,NA,FALSE
orf19.2033,PGA19,NA,FALSE
orf19.2032,NA,NA,FALSE
orf19.2025,NA,NA,FALSE
orf19.2024,NA,NA,FALSE
orf19.2010,NA,NA,FALSE
orf19.1999,NA,NA,FALSE
orf19.1447,NA,NA,FALSE
orf19.1456,NA,NA,FALSE
orf19.1506,NA,NA,FALSE
orf19.1508,NA,NA,FALSE
orf19.1524,SPR3,NA,FALSE
orf19.1529,NA,NA,FALSE
orf19.1530,NA,NA,FALSE
orf19.1539,NA,NA,FALSE
orf19.1552,CPR3,NA,FALSE
orf19.1551,NA,NA,FALSE
orf19.1562,NA,NA,FALSE
orf19.1581,NA,NA,FALSE
orf19.1584,NA,NA,FALSE
orf19.5831,NA,NA,FALSE
orf19.5814,NA,NA,FALSE
orf19.5799,NA,NA,FALSE
orf19.5785,NA,NA,FALSE
orf19.908,FEN12,NA,FALSE
orf19.904,NA,NA,FALSE
orf19.893,PGA17,NA,FALSE
orf19.876,PGA33,NA,FALSE
orf19.872,NA,NA,FALSE
orf19.862,NA,NA,FALSE
orf19.855,NA,NA,FALSE
orf19.853,SAP99,NA,FALSE
orf19.852,SAP98,NA,FALSE
orf19.848,PGA16,NA,FALSE
orf19.831,NA,NA,FALSE
orf19.826,MED1,NA,FALSE
orf19.823,NA,NA,FALSE
orf19.810,NA,NA,FALSE
orf19.1590,NA,NA,FALSE
orf19.4505,ADH3,NA,FALSE
orf19.4504,NA,NA,FALSE
orf19.149,NA,NA,FALSE
orf19.3529,ABP2,NA,FALSE
orf19.3543,NA,NA,FALSE
orf19.3550,SGO1,NA,FALSE
orf19.3578,NA,NA,FALSE
orf19.5205,NA,NA,FALSE
orf19.5212,NA,NA,FALSE
orf19.4115,NA,NA,FALSE
orf19.4101,NA,NA,FALSE
orf19.5479,FGR12,NA,FALSE
orf19.5496,AVT1,NA,FALSE
orf19.27,NA,NA,FALSE
orf19.2274,NA,NA,FALSE
orf19.2280,ZCF10,NA,FALSE
orf19.2281,NA,NA,FALSE
orf19.2283,DQD1,NA,FALSE
orf19.2285,NA,NA,FALSE
orf19.1874,NA,NA,FALSE
orf19.2203,NA,NA,FALSE
orf19.2195,NA,NA,FALSE
orf19.2184,NA,NA,FALSE
orf19.2181,NA,NA,FALSE
orf19.2169,NA,NA,FALSE
orf19.2165,NA,NA,FALSE
orf19.1353,NA,NA,FALSE
orf19.1351,NA,NA,FALSE
orf19.1350,NA,NA,FALSE
orf19.1349,NA,NA,FALSE
orf19.1348,NA,NA,FALSE
orf19.3638,PGA46,NA,FALSE
orf19.3637,NA,NA,FALSE
orf19.3621,NA,NA,FALSE
orf19.3601,NA,NA,FALSE
orf19.3600,NA,NA,FALSE
orf19.218,BUD20,NA,FALSE
orf19.216,NA,NA,FALSE
orf19.207,PGA55,NA,FALSE
orf19.206,NA,NA,FALSE
orf19.204,NA,NA,FALSE
orf19.4070,NA,NA,FALSE
orf19.4081,NA,NA,FALSE
orf19.4082,DDR48,NA,FALSE
orf19.4085,NA,NA,FALSE
orf19.4092,NA,NA,FALSE
orf19.4094,NA,NA,FALSE
orf19.4095,NA,NA,FALSE
orf19.1599,NA,NA,FALSE
orf19.1406,NA,NA,FALSE
orf19.1405,PHO13,NA,FALSE
orf19.1401,EAP1,NA,FALSE
orf19.1374,NA,NA,FALSE
orf19.1371,NA,NA,FALSE
orf19.1369,NA,NA,FALSE
orf19.1368,NA,NA,FALSE
orf19.1366,NA,NA,FALSE
orf19.1778,NA,NA,FALSE
orf19.1768,NA,NA,FALSE
orf19.5337,UBC15,NA,FALSE
orf19.5339,NA,NA,FALSE
orf19.5353,NA,NA,FALSE
orf19.5474,NA,NA,FALSE
orf19.5475,NA,NA,FALSE
orf19.5469,NA,NA,FALSE
orf19.5472,NA,NA,FALSE
orf19.5462,NA,NA,FALSE
orf19.5461,NA,NA,FALSE
orf19.5454,DAL1,NA,FALSE
orf19.5451,NA,NA,FALSE
orf19.5446,NA,NA,FALSE
orf19.5439,NA,NA,FALSE
orf19.5431,NA,NA,FALSE
orf19.5424,NA,NA,FALSE
orf19.5423,EST3,NA,FALSE
orf19.5422,NA,NA,FALSE
orf19.5402,NA,NA,FALSE
orf19.5382,NA,NA,FALSE
orf19.6164,NA,NA,FALSE
orf19.6168,NA,NA,FALSE
orf19.2505,NA,NA,FALSE
orf19.2516,NA,NA,FALSE
orf19.3156,NA,NA,FALSE
orf19.1729,NA,NA,FALSE
orf19.1728,NA,NA,FALSE
orf19.1725,NA,NA,FALSE
orf19.1724,NA,NA,FALSE
orf19.1722,NA,NA,FALSE
orf19.1715,IRO1,NA,FALSE
orf19.1714,PGA44,NA,FALSE
orf19.1707,NA,NA,FALSE
orf19.1699,BZZ1,NA,FALSE
orf19.1683,PPH21,NA,FALSE
orf19.1678,NA,NA,FALSE
orf19.1677,NA,NA,FALSE
orf19.1651,NA,NA,FALSE
orf19.1641,NA,NA,FALSE
orf19.1638,NA,NA,FALSE
orf19.1620,NA,NA,FALSE
orf19.1616,FGR23,NA,FALSE
orf19.1611,NA,NA,FALSE
orf19.1610,NA,NA,FALSE
orf19.1606,NA,NA,FALSE
orf19.244,DCG1,NA,FALSE
orf19.254,NA,NA,FALSE
orf19.257,NA,NA,FALSE
orf19.258,NA,NA,FALSE
orf19.270,NA,NA,FALSE
orf19.271,ADH4,NA,FALSE
orf19.286,NA,NA,FALSE
orf19.298,NA,NA,FALSE
orf19.305,NA,NA,FALSE
orf19.319,NA,NA,FALSE
orf19.321,NA,NA,FALSE
orf19.322,NA,NA,FALSE
orf19.334,NA,NA,FALSE
orf19.340,NA,NA,FALSE
orf19.344,NA,NA,FALSE
orf19.347,RSN1,NA,FALSE
orf19.6957,NA,NA,FALSE
orf19.6949,NA,NA,FALSE
orf19.6940,NA,NA,FALSE
orf19.6936,RAD53,NA,FALSE
orf19.2813,NA,NA,FALSE
orf19.6922,NA,NA,FALSE
orf19.2804,NA,NA,FALSE
orf19.5856,NA,NA,FALSE
orf19.5860,NA,NA,FALSE
orf19.5863,NA,NA,FALSE
orf19.5866,NA,NA,FALSE
orf19.5874,NA,NA,FALSE
orf19.5918,NA,NA,FALSE
orf19.5919,MEA1,NA,FALSE
orf19.5933,NA,NA,FALSE
orf19.5942,NA,NA,FALSE
orf19.5966,NA,NA,FALSE
orf19.5980,NA,NA,FALSE
orf19.5994,RHB1,NA,FALSE
orf19.6967,USO6,NA,FALSE
orf19.6978,NA,NA,FALSE
orf19.6986,NA,NA,FALSE
orf19.6990,NA,NA,FALSE
orf19.6995,ATO6,NA,FALSE
orf19.6997,ATO5,NA,FALSE
orf19.7002,NA,NA,FALSE
orf19.7348,NA,NA,FALSE
orf19.7350,RCT1,NA,FALSE
orf19.7356,NA,NA,FALSE
orf19.7395,NA,NA,FALSE
orf19.7396,NA,NA,FALSE
orf19.7437,NA,NA,FALSE
orf19.7453,NA,NA,FALSE
orf19.7455,NA,NA,FALSE
orf19.7456,NA,NA,FALSE
orf19.7457,NA,NA,FALSE
orf19.7458,NA,NA,FALSE
orf19.6820,NA,NA,FALSE
orf19.6793,NA,NA,FALSE
orf19.6784,PGA32,NA,FALSE
orf19.6777,NA,NA,FALSE
orf19.6771,UBI4,NA,FALSE
orf19.6734,TCC1,NA,FALSE
orf19.6727,RIT1,NA,FALSE
orf19.6718,NA,NA,FALSE
orf19.6715,NA,NA,FALSE
orf19.6181,NA,NA,FALSE
orf19.6188,NA,NA,FALSE
orf19.6192,NA,NA,FALSE
orf19.5644,NA,NA,FALSE
orf19.5649,NA,NA,FALSE
orf19.4179,NA,NA,FALSE
orf19.4169,NA,NA,FALSE
orf19.4702,NA,NA,FALSE
orf19.4689,PGA57,NA,FALSE
orf19.4685,NA,NA,FALSE
orf19.4682,HGT17,NA,FALSE
orf19.4681,RAT1,NA,FALSE
orf19.4680,NA,NA,FALSE
orf19.4672,NA,NA,FALSE
orf19.4668,NA,NA,FALSE
orf19.4666,NA,NA,FALSE
orf19.4654,NA,NA,FALSE
orf19.4653,NA,NA,FALSE
orf19.4652,NA,NA,FALSE
orf19.4651,PGA53,NA,FALSE
orf19.4647,HAP3,NA,FALSE
orf19.4646,UEC1,NA,FALSE
orf19.4643,NA,NA,FALSE
orf19.4636,NA,NA,FALSE
orf19.4631,ERG251,NA,FALSE
orf19.4620,TIM12,NA,FALSE
orf19.4607,NA,NA,FALSE
orf19.4583,NA,NA,FALSE
orf19.4570,NA,NA,FALSE
orf19.2771,BEM3,NA,FALSE
orf19.2766,NA,NA,FALSE
orf19.2725,NA,NA,FALSE
orf19.2713,NA,NA,FALSE
orf19.2704,NA,NA,FALSE
orf19.2701,NA,NA,FALSE
orf19.2691,NA,NA,FALSE
orf19.2685,PGA54,NA,FALSE
orf19.2684,NA,NA,FALSE
orf19.2674,NA,NA,FALSE
orf19.2669,NA,NA,FALSE
orf19.2668,RHD2,NA,FALSE
orf19.3368,NA,NA,FALSE
orf19.3374,ECE1,NA,FALSE
orf19.1321,HWP1,NA,FALSE
orf19.1318,NA,NA,FALSE
orf19.1311,SPO75,NA,FALSE
orf19.1309,NA,NA,FALSE
orf19.1307,NA,NA,FALSE
orf19.1302,NA,NA,FALSE
orf19.5043,NA,NA,FALSE
orf19.1207,NA,NA,FALSE
orf19.5311,NA,NA,FALSE
orf19.5308,NA,NA,FALSE
orf19.5306,NA,NA,FALSE
orf19.5304,NA,NA,FALSE
orf19.1421,NA,NA,FALSE
orf19.1418,SEC15,NA,FALSE
orf19.1417,NA,NA,FALSE
orf19.1414,NA,NA,FALSE
orf19.3828,NA,NA,FALSE
orf19.3819,NA,NA,FALSE
orf19.3801,FAV1,NA,FALSE
orf19.3793,NA,NA,FALSE
orf19.3781,NA,NA,FALSE
orf19.3780,NA,NA,FALSE
orf19.3774,PPG1,NA,FALSE
orf19.741,NA,NA,FALSE
orf19.2630,RAD59,NA,FALSE
orf19.1791,NA,NA,FALSE
orf19.1257,NA,NA,FALSE
orf19.1258,NA,NA,FALSE
orf19.1266,NA,NA,FALSE
orf19.1268,NA,NA,FALSE
orf19.4404,PGA49,NA,FALSE
orf19.4405,PPS1,NA,FALSE
orf19.4407,NA,NA,FALSE
orf19.2922,NA,NA,FALSE
orf19.2916,NA,NA,FALSE
orf19.2905,NA,NA,FALSE
orf19.3134,NA,NA,FALSE
orf19.3131,OYE32,NA,FALSE
orf19.3125,NA,NA,FALSE
orf19.3115,NA,NA,FALSE
orf19.3113,NA,NA,FALSE
orf19.3111,PRA1,NA,FALSE
orf19.3109,NA,NA,FALSE
orf19.3107,NA,NA,FALSE
orf19.3091,NA,NA,FALSE
orf19.3088,NA,NA,FALSE
orf19.3076,NA,NA,FALSE
orf19.3073,NA,NA,FALSE
orf19.972,NA,NA,FALSE
orf19.968,PGA14,NA,FALSE
orf19.951,NA,NA,FALSE
orf19.948,NA,NA,FALSE
orf19.942,KRE62,NA,FALSE
orf19.937,NA,NA,FALSE
orf19.1976,TRX2,NA,FALSE
orf19.1969,CCW14,NA,FALSE
orf19.1968,NA,NA,FALSE
orf19.1958,NA,NA,FALSE
orf19.1938,NA,NA,FALSE
orf19.1935,NA,NA,FALSE
orf19.1927,SNM1,NA,FALSE
orf19.4135,PRC2,NA,FALSE
orf19.3202,NA,NA,FALSE
orf19.3200,MTLA2,NA,FALSE
orf19.3196,NA,NA,FALSE
orf19.3186,NA,NA,FALSE
orf19.3172,NA,NA,FALSE
orf19.4217,NA,NA,FALSE
orf19.4239,NA,NA,FALSE
orf19.4241,NA,NA,FALSE
orf19.4244,NA,NA,FALSE
orf19.4263,NA,NA,FALSE
orf19.4264,NA,NA,FALSE
orf19.4266,SPR28,NA,FALSE
orf19.4280,NA,NA,FALSE
orf19.4310,NA,NA,FALSE
orf19.4320,NA,NA,FALSE
orf19.4321,NA,NA,FALSE
orf19.4323,NA,NA,FALSE
orf19.4330,NA,NA,FALSE
orf19.2653,NA,NA,FALSE
orf19.2645,NA,NA,FALSE
orf19.2638,NA,NA,FALSE
orf19.6661,NA,NA,FALSE
orf19.6671,LAP4,NA,FALSE
orf19.6673,HEX1,NA,FALSE
orf19.6675,NA,NA,FALSE
orf19.6679,NA,NA,FALSE
orf19.1123,NA,NA,FALSE
orf19.1122,NA,NA,FALSE
orf19.1121,NA,NA,FALSE
orf19.1120,FAV2,NA,FALSE
orf19.1116,NA,NA,FALSE
orf19.1113,NA,NA,FALSE
orf19.1109,NA,NA,FALSE
orf19.1106,NA,NA,FALSE
orf19.1105,NA,NA,FALSE
orf19.3210,NA,NA,FALSE
orf19.3209,FGR42,NA,FALSE
orf19.1286,NA,NA,FALSE
orf19.3897,NA,NA,FALSE
orf19.3907,NA,NA,FALSE
orf19.3923,PGA37,NA,FALSE
orf19.3925,NA,NA,FALSE
orf19.3935,NA,NA,FALSE
orf19.3940,NA,NA,FALSE
orf19.3968,NA,NA,FALSE
orf19.3971,NA,NA,FALSE
orf19.3988,NA,NA,FALSE
orf19.3998,NA,NA,FALSE
orf19.4013,NA,NA,FALSE
orf19.4021,NA,NA,FALSE
orf19.6339,NRG2,NA,FALSE
orf19.6338,NA,NA,FALSE
orf19.6329,NA,NA,FALSE
orf19.1178,NA,NA,FALSE
orf19.1198,NA,NA,FALSE
orf19.4214,NA,NA,FALSE
orf19.4207,NA,NA,FALSE
orf19.4201,NHX1,NA,FALSE
orf19.4200,NA,NA,FALSE
orf19.4196,NA,NA,FALSE
orf19.3655,NA,NA,FALSE
orf19.87,GPX1,NA,FALSE
orf19.95,NA,NA,FALSE
orf19.114,NA,NA,FALSE
orf19.120,NA,NA,FALSE
orf19.133,NA,NA,FALSE
orf19.134,NA,NA,FALSE
orf19.136,QDR3,NA,FALSE
orf19.3448,NA,NA,FALSE
orf19.3439,NA,NA,FALSE
orf19.3435,NA,NA,FALSE
orf19.3427,NA,NA,FALSE
orf19.3420,NA,NA,FALSE
orf19.3413,FGR37,NA,FALSE
orf19.3503,NA,NA,FALSE
orf19.3499,NA,NA,FALSE
orf19.3460,NA,NA,FALSE
orf19.3461,NA,NA,FALSE
orf19.3471,NA,NA,FALSE
orf19.3475,NA,NA,FALSE
orf19.5520,ASG7,NA,FALSE
orf19.5524,NA,NA,FALSE
orf19.5547,NA,NA,FALSE
orf19.5549,NA,NA,FALSE
orf19.5555,NA,NA,FALSE
orf19.5556,NA,NA,FALSE
orf19.5589,NA,NA,FALSE
orf19.5606,NA,NA,FALSE
orf19.5607,NA,NA,FALSE
orf19.5609,NA,NA,FALSE
orf19.5616,NA,NA,FALSE
orf19.5625,NA,NA,FALSE
orf19.5626,NA,NA,FALSE
orf19.5717,NA,NA,FALSE
orf19.5719,NA,NA,FALSE
orf19.5724,NA,NA,FALSE
orf19.5730,NA,NA,FALSE
orf19.5731,PAD1,NA,FALSE
orf19.5748,NA,NA,FALSE
orf19.1215,NA,NA,FALSE
orf19.4553,NA,NA,FALSE
orf19.74,SEC5,NA,FALSE
orf19.73,NA,NA,FALSE
orf19.1075,NA,NA,FALSE
orf19.1080,NA,NA,FALSE
orf19.1087,NA,NA,FALSE
orf19.1090,NA,NA,FALSE
orf19.2123,NA,NA,FALSE
orf19.2125,NA,NA,FALSE
orf19.2137,NA,NA,FALSE
orf19.2149,NA,NA,FALSE
orf19.7125,NA,NA,FALSE
orf19.7123,NA,NA,FALSE
orf19.7121,NA,NA,FALSE
orf19.7104,NA,NA,FALSE
orf19.7078,NA,NA,FALSE
orf19.7070,NA,NA,FALSE
orf19.7061,NA,NA,FALSE
orf19.7055,NA,NA,FALSE
orf19.7054,NA,NA,FALSE
orf19.7042,NA,NA,FALSE
orf19.7024,NA,NA,FALSE
orf19.7022,NA,NA,FALSE
orf19.7013,NA,NA,FALSE
orf19.7007,NA,NA,FALSE
orf19.6897,NA,NA,FALSE
orf19.6899,NA,NA,FALSE
orf19.6911,NA,NA,FALSE
orf19.6920,NA,NA,FALSE
orf19.6575,NA,NA,FALSE
orf19.6556,NA,NA,FALSE
orf19.6547,NA,NA,FALSE
orf19.6528,NA,NA,FALSE
orf19.6510,GRX1,NA,FALSE
orf19.6507,NA,NA,FALSE
orf19.6501,NA,NA,FALSE
orf19.6493,NA,NA,FALSE
orf19.6491,NA,NA,FALSE
orf19.6488,NA,NA,FALSE
orf19.6482,NA,NA,FALSE
orf19.6480,NA,NA,FALSE
orf19.6465,NA,NA,FALSE
orf19.2372,NA,NA,FALSE
orf19.2371,NA,NA,FALSE
orf19.3699,TEP1,NA,FALSE
orf19.5190,NA,NA,FALSE
orf19.5144,PGA28,NA,FALSE
orf19.5136,NA,NA,FALSE
orf19.5134,NA,NA,FALSE
orf19.5132,NA,NA,FALSE
orf19.1344,NA,NA,FALSE
orf19.6687,NA,NA,FALSE
orf19.6688,NA,NA,FALSE
orf19.5503,NA,NA,FALSE
orf19.5502,NA,NA,FALSE
orf19.7200,NA,NA,FALSE
orf19.7193,NA,NA,FALSE
orf19.7192,NA,NA,FALSE
orf19.7181,NA,NA,FALSE
orf19.7173,NA,NA,FALSE
orf19.7170,NA,NA,FALSE
orf19.7167,NA,NA,FALSE
orf19.7159,NA,NA,FALSE
orf19.7151,NA,NA,FALSE
orf19.7130,NA,NA,FALSE
orf19.7545,NA,NA,FALSE
orf19.7507,NA,NA,FALSE
orf19.7495,NA,NA,FALSE
orf19.7482,NA,NA,FALSE
orf19.7480,NA,NA,FALSE
orf19.3285,NA,NA,FALSE
orf19.3284,NA,NA,FALSE
orf19.3280,NA,NA,FALSE
orf19.3277,NA,NA,FALSE
orf19.3271,NA,NA,FALSE
orf19.3263,ATO10,NA,FALSE
orf19.3261,ATO9,NA,FALSE
orf19.3255,TEN1,NA,FALSE
orf19.3254,NA,NA,FALSE
orf19.3238,NA,NA,FALSE
orf19.3229,NA,NA,FALSE
orf19.2529,NA,NA,FALSE
orf19.2530,NA,NA,FALSE
orf19.2537,NA,NA,FALSE
orf19.2539,NA,NA,FALSE
orf19.2552,NA,NA,FALSE
orf19.2553,NA,NA,FALSE
orf19.2558,NA,NA,FALSE
orf19.2579,NA,NA,FALSE
orf19.2584,OPT9,NA,FALSE
orf19.2585,NA,NA,FALSE
orf19.2608,ADH5,NA,FALSE
orf19.2616,UGT51C1,NA,FALSE
orf19.3748,NA,NA,FALSE
orf19.3740,PGA23,NA,FALSE
orf19.3738,PGA22,NA,FALSE
orf19.3737,NA,NA,FALSE
orf19.3735,NA,NA,FALSE
orf19.3721,NA,NA,FALSE
orf19.3719,NA,NA,FALSE
orf19.175,NA,NA,FALSE
orf19.2826,NA,NA,FALSE
orf19.2833,PGA34,NA,FALSE
orf19.2836,NA,NA,FALSE
orf19.2838,NA,NA,FALSE
orf19.2846,NA,NA,FALSE
orf19.2418,NA,NA,FALSE
orf19.2391,NA,NA,FALSE
orf19.4394,NA,NA,FALSE
orf19.4374,PRP42,NA,FALSE
orf19.4378,PPH3,NA,FALSE
orf19.4355,NA,NA,FALSE
orf19.4358,NA,NA,FALSE
orf19.480,NA,NA,FALSE
orf19.515,NA,NA,FALSE
orf19.516,NA,NA,FALSE
orf19.533,NA,NA,FALSE
orf19.535,RBR1,NA,FALSE
orf19.553,NA,NA,FALSE
orf19.1737,NA,NA,FALSE
orf19.1736,NA,NA,FALSE
orf19.1735,NA,NA,FALSE
orf19.6315,NA,NA,FALSE
orf19.6311,NA,NA,FALSE
orf19.6302,PGA39,NA,FALSE
orf19.1806,NA,NA,FALSE
orf19.634,NA,NA,FALSE
orf19.635,NA,NA,FALSE
orf19.653,NA,NA,FALSE
orf19.640,NA,NA,FALSE
orf19.562,FGR13,NA,FALSE
orf19.1008,NA,NA,FALSE
orf19.1009,NA,NA,FALSE
orf19.5289,NA,NA,FALSE
orf19.5287,NA,NA,FALSE
orf19.5284,NA,NA,FALSE
orf19.5852,NA,NA,FALSE
orf19.5844,NA,NA,FALSE
orf19.6650,NA,NA,FALSE
orf19.6644,NA,NA,FALSE
orf19.6626,NA,NA,FALSE
orf19.3851,NA,NA,FALSE
orf19.3858,NA,NA,FALSE
orf19.3868,NA,NA,FALSE
orf19.3884,FGR50,NA,FALSE
orf19.3885,NA,NA,FALSE
orf19.3886,NA,NA,FALSE
orf19.716,NA,NA,FALSE
orf19.715,NA,NA,FALSE
orf19.711,NA,NA,FALSE
orf19.915,NA,NA,FALSE
orf19.693,NA,NA,FALSE
orf19.699,NA,NA,FALSE
orf19.702,NA,NA,FALSE
orf19.1857,NA,NA,FALSE
orf19.1850,SIW14,NA,FALSE
orf19.1841,NA,NA,FALSE
orf19.2366,NA,NA,FALSE
orf19.8,NA,NA,FALSE
orf19.6142,NA,NA,FALSE
orf19.6137,NA,NA,FALSE
orf19.2624,NA,NA,FALSE
orf19.2625,NA,NA,FALSE
orf19.6288,NA,NA,FALSE
orf19.3705,PTC6,NA,FALSE
orf19.3712,NA,NA,FALSE
orf19.3713,NA,NA,FALSE
orf19.609,NA,NA,FALSE
orf19.605,NA,NA,FALSE
orf19.599,NA,NA,FALSE
orf19.598,NA,NA,FALSE
orf19.6390,NA,NA,FALSE
orf19.6391,NA,NA,FALSE
orf19.6392,NA,NA,FALSE
orf19.6407,NA,NA,FALSE
orf19.6413,NA,NA,FALSE
orf19.6420,PGA13,NA,FALSE
orf19.6431,NA,NA,FALSE
orf19.7280,NA,NA,FALSE
orf19.7284,ASR2,NA,FALSE
orf19.7300,NA,NA,FALSE
orf19.7303,NA,NA,FALSE
orf19.7311,NA,NA,FALSE
orf19.7320,LIP7,NA,FALSE
orf19.7339,BGL22,NA,FALSE
orf19.7340,NA,NA,FALSE
orf19.7553,NA,NA,FALSE
orf19.7555,NA,NA,FALSE
orf19.7557,FGR46,NA,FALSE
orf19.7561,DEF1,NA,FALSE
orf19.7579,FGR34,NA,FALSE
orf19.7580,NA,NA,FALSE
orf19.7583,ZCF39,NA,FALSE
orf19.7606,NA,NA,FALSE
