Orthogroup,gene_id,original_id,cagl_id,scer_gene_name,functional_category,category_order
OG0000890,KLLA0_D12540g,XP_453621.1,NA,RPL36A,Translation / Ribosome,3
OG0000982,KLLA0_C01870g,XP_452279.1,NA,RPL37A,Translation / Ribosome,3
OG0000982,KLLA0_C01870g,XP_452279.1,NA,RPL37B,Translation / Ribosome,3
OG0001693,KLLA0_C18216g,XP_453011.1,NA,RPL38,Translation / Ribosome,3
OG0004053,QEU61920.1,QEU61920.1,NA,RPL39,Translation / Ribosome,3
OG0002694,KLLA0_A00616g,XP_451025.2,NA,RPL40A,Translation / Ribosome,3
OG0002694,KLLA0_A00616g,XP_451025.2,NA,RPL40B,Translation / Ribosome,3
OG0000799,KLLA0_D07832g,XP_453412.1,NA,RPL42A,Translation / Ribosome,3
OG0000799,KLLA0_D07832g,XP_453412.1,NA,RPL42B,Translation / Ribosome,3
OG0001019,KLLA0_E05941g,XP_454214.1,NA,RPL43A,Translation / Ribosome,3
OG0000855,KLLA0_B07139g,XP_451848.1,NA,RPL4A,Translation / Ribosome,3
OG0000855,KLLA0_B07139g,XP_451848.1,NA,RPL4B,Translation / Ribosome,3
OG0000828,KLLA0_B04686g,XP_451742.1,NA,RPL6A,Translation / Ribosome,3
OG0000828,KLLA0_B04686g,XP_451742.1,NA,RPL6B,Translation / Ribosome,3
OG0000809,KLLA0_D03410g,XP_453218.2,NA,RPL7A,Translation / Ribosome,3
OG0000809,KLLA0_D03410g,XP_453218.2,NA,RPL7B,Translation / Ribosome,3
OG0000342,KLLA0_E00573g,XP_002999386.1,NA,RPL8A,Translation / Ribosome,3
OG0000342,KLLA0_E00573g,XP_002999386.1,NA,RPL8B,Translation / Ribosome,3
OG0000340,KLLA0_F04499g,XP_454360.1,NA,RPL9A,Translation / Ribosome,3
OG0000340,KLLA0_F04499g,XP_454360.1,NA,RPL9B,Translation / Ribosome,3
OG0002038,KLLA0_B05918g,XP_451800.1,NA,RPP0,Translation / Ribosome,3
OG0000189,KLLA0_F05555g,XP_454948.1,NA,RPP1A,Translation / Ribosome,3
OG0000295,KLLA0_F07865g,XP_454074.1,NA,RPP2A,Translation / Ribosome,3
OG0000295,KLLA0_F07865g,XP_454074.1,NA,RPP2B,Translation / Ribosome,3
OG0000851,KLLA0_E16171g,XP_454677.1,NA,RPS0A,Translation / Ribosome,3
OG0000851,KLLA0_E16171g,XP_454677.1,NA,RPS0B,Translation / Ribosome,3
OG0000933,KLLA0_B08173g,XP_451894.1,NA,RPS10A,Translation / Ribosome,3
OG0000933,KLLA0_B08173g,XP_451894.1,NA,RPS10B,Translation / Ribosome,3
OG0000985,KLLA0_A10483g,XP_451459.1,NA,RPS11A,Translation / Ribosome,3
OG0000985,KLLA0_A10483g,XP_451459.1,NA,RPS11B,Translation / Ribosome,3
OG0001796,KLLA0_F00352g,XP_455095.1,NA,RPS12,Translation / Ribosome,3
OG0002586,KLLA0_F18040g,XP_455889.2,NA,RPS13,Translation / Ribosome,3
OG0000563,KLLA0_B07623g,XP_451869.1,NA,RPS14A,Translation / Ribosome,3
OG0000563,KLLA0_B07623g,XP_451869.1,NA,RPS14B,Translation / Ribosome,3
OG0002722,KLLA0_F07843g,XP_455435.1,NA,RPS15,Translation / Ribosome,3
OG0000863,KLLA0_E21979g,XP_454946.1,NA,RPS16A,Translation / Ribosome,3
OG0000863,KLLA0_E21979g,XP_454946.1,NA,RPS16B,Translation / Ribosome,3
OG0000824,KLLA0_B01474g,XP_451596.2,NA,RPS17A,Translation / Ribosome,3
OG0000824,KLLA0_B01474g,XP_451596.2,NA,RPS17B,Translation / Ribosome,3
OG0001035,KLLA0_B01562g,XP_451600.1,NA,RPS18A,Translation / Ribosome,3
OG0001035,KLLA0_B01562g,XP_451600.1,NA,RPS18B,Translation / Ribosome,3
OG0000999,KLLA0_A07194g,XP_451319.1,NA,RPS19A,Translation / Ribosome,3
OG0000999,KLLA0_A07194g,XP_451319.1,NA,RPS19B,Translation / Ribosome,3
OG0000727,KLLA0_B05060g,XP_451759.1,NA,RPS1A,Translation / Ribosome,3
OG0000727,KLLA0_B05060g,XP_451759.1,NA,RPS1B,Translation / Ribosome,3
OG0001378,KLLA0_F09812g,XP_455527.1,NA,RPS2,Translation / Ribosome,3
OG0000950,KLLA0_A05700g,XP_451253.1,NA,RPS21A,Translation / Ribosome,3
OG0000950,KLLA0_A05700g,XP_451253.1,NA,RPS21B,Translation / Ribosome,3
OG0000192,KLLA0_B07601g,XP_451868.1,NA,RPS22A,Translation / Ribosome,3
OG0000192,KLLA0_B07601g,XP_451868.1,NA,RPS22B,Translation / Ribosome,3
OG0000731,KLLA0_B11231g,XP_452029.1,NA,RPS23A,Translation / Ribosome,3
OG0000731,KLLA0_B11231g,XP_452029.1,NA,RPS23B,Translation / Ribosome,3
OG0000943,KLLA0_C07755g,XP_452545.1,NA,RPS24A,Translation / Ribosome,3
OG0000843,KLLA0_B06182g,XP_451812.1,NA,RPS25A,Translation / Ribosome,3
OG0000843,KLLA0_B06182g,XP_451812.1,NA,RPS25B,Translation / Ribosome,3
OG0001095,KLLA0_D05115g,XP_453288.1,NA,RPS26A,Translation / Ribosome,3
OG0001095,KLLA0_D05115g,XP_453288.1,NA,RPS26B,Translation / Ribosome,3
OG0000714,KLLA0_E11661g,XP_454477.1,NA,RPS27A,Translation / Ribosome,3
OG0000714,KLLA0_E11661g,XP_454477.1,NA,RPS27B,Translation / Ribosome,3
OG0000519,KLLA0_F20383g,XP_455995.1,NA,RPS28A,Translation / Ribosome,3
OG0000519,KLLA0_F20383g,XP_455995.1,NA,RPS28B,Translation / Ribosome,3
OG0003712,KLLA0_E05127g,XP_454176.1,NA,RPS29A,Translation / Ribosome,3
OG0003712,KLLA0_E05127g,XP_454176.1,NA,RPS29B,Translation / Ribosome,3
OG0003286,KLLA0_D08305g,XP_453432.1,NA,RPS3,Translation / Ribosome,3
OG0003590,KLLA0_C04809g,XP_452414.1,NA,RPS30B,Translation / Ribosome,3
OG0002815,KLLA0_D18304g,XP_453871.1,NA,RPS31,Translation / Ribosome,3
OG0000363,KLLA0_B03652g,XP_451697.1,NA,RPS4A,Translation / Ribosome,3
OG0000363,KLLA0_B03652g,XP_451697.1,NA,RPS4B,Translation / Ribosome,3
OG0002826,KLLA0_D10659g,XP_453536.1,NA,RPS5,Translation / Ribosome,3
OG0000368,KLLA0_E24047g,XP_455035.1,NA,RPS6A,Translation / Ribosome,3
OG0000368,KLLA0_E24047g,XP_455035.1,NA,RPS6B,Translation / Ribosome,3
OG0000881,KLLA0_C13519g,XP_452803.1,NA,RPS7A,Translation / Ribosome,3
OG0000881,KLLA0_C13519g,XP_452803.1,NA,RPS7B,Translation / Ribosome,3
OG0000899,KLLA0_E20461g,XP_454876.1,NA,RPS8A,Translation / Ribosome,3
OG0000899,KLLA0_E20461g,XP_454876.1,NA,RPS8B,Translation / Ribosome,3
OG0000361,KLLA0_E23673g,XP_455021.1,NA,RPS9A,Translation / Ribosome,3
OG0000361,KLLA0_E23673g,XP_455021.1,NA,RPS9B,Translation / Ribosome,3
OG0002223,KLLA0_C11979g,XP_452735.1,NA,RRP1,Translation / Ribosome,3
OG0001247,KLLA0_C14608g,XP_452854.1,NA,RRP3,Translation / Ribosome,3
OG0002965,KLLA0_E09219g,XP_454365.1,NA,RRP42,Translation / Ribosome,3
OG0002318,KLLA0_C03520g,XP_452353.1,NA,RRP43,Translation / Ribosome,3
OG0003788,KLLA0_C11099g,XP_452695.1,NA,RRP45,Translation / Ribosome,3
OG0002211,KLLA0_B08239g,XP_451897.1,NA,RRP5,Translation / Ribosome,3
OG0002689,KLLA0_D01309g,XP_453127.1,NA,RRP6,Translation / Ribosome,3
OG0001793,KLLA0_C01408g,XP_452258.1,NA,RRP7,Translation / Ribosome,3
OG0001589,KLLA0_B13046g,XP_452112.1,NA,RRS1,Translation / Ribosome,3
OG0002567,KLLA0_A10593g,XP_451464.1,NA,SES1,Translation / Ribosome,3
OG0001292,KLLA0_D12254g,XP_453608.1,NA,SIK1,Translation / Ribosome,3
OG0002701,KLLA0_D09625g,XP_453491.1,NA,SKI6,Translation / Ribosome,3
OG0001969,KLLA0_F15598g,XP_455781.1,NA,SOF1,Translation / Ribosome,3
OG0002638,KLLA0_C00737g,XP_452227.1,NA,SPB1,Translation / Ribosome,3
OG0000900,KLLA0_E14367g,XP_454597.1,NA,SPB4,Translation / Ribosome,3
OG0003295,KLLA0_D15873g,XP_453759.1,NA,SQT1,Translation / Ribosome,3
OG0000715,KLLA0_D19041g,XP_453906.1,NA,SSB2,Translation / Ribosome,3
OG0002374,KLLA0_A03135g,XP_451137.1,NA,SUA5,Translation / Ribosome,3
OG0001954,KLLA0_A11814g,XP_451514.1,NA,SUI2,Translation / Ribosome,3
OG0001915,KLLA0_D08932g,XP_453460.1,NA,SUI3,Translation / Ribosome,3
OG0001704,KLLA0_D17424g,XP_453831.1,NA,SUP35,Translation / Ribosome,3
OG0002579,KLLA0_C11231g,XP_452701.1,NA,SUP45,Translation / Ribosome,3
OG0000311,KLLA0_B08998g,XP_451929.1,NA,TEF1,Translation / Ribosome,3
OG0000311,KLLA0_B08998g,XP_451929.1,NA,TEF2,Translation / Ribosome,3
OG0000094,KLLA0_F26092g,XP_453578.1,NA,TEF4,Translation / Ribosome,3
OG0003084,KLLA0_F05918g,XP_455348.1,NA,THS1,Translation / Ribosome,3
OG0001039,KLLA0_A05731g,XP_451255.1,NA,TIF1,Translation / Ribosome,3
OG0001039,KLLA0_A05731g,XP_451255.1,NA,TIF2,Translation / Ribosome,3
OG0002043,KLLA0_B10560g,XP_451999.1,NA,TIF3,Translation / Ribosome,3
OG0000831,KLLA0_F07403g,XP_455416.1,NA,TIF34,Translation / Ribosome,3
OG0002543,KLLA0_B00847g,XP_451568.1,NA,TIF35,Translation / Ribosome,3
OG0002010,KLLA0_E06095g,XP_454221.1,NA,TIF5,Translation / Ribosome,3
OG0001360,KLLA0_D02046g,XP_453159.1,NA,TIF6,Translation / Ribosome,3
OG0003025,KLLA0_F19404g,XP_455951.1,NA,TRM1,Translation / Ribosome,3
OG0003117,KLLA0_F15389g,XP_455771.1,NA,TYS1,Translation / Ribosome,3
OG0002919,KLLA0_D14971g,XP_453724.1,NA,VAS1,Translation / Ribosome,3
OG0003326,KLLA0_B07733g,XP_451874.1,NA,WRS1,Translation / Ribosome,3
OG0001087,KLLA0_F12210g,XP_455632.1,NA,YEF3,Translation / Ribosome,3
OG0000094,KLLA0_F26092g,XP_453578.1,NA,YGR201C,Translation / Ribosome,3
OG0001194,KLLA0_A08448g,XP_451373.1,NA,YHR020W,Translation / Ribosome,3
OG0000435,KLLA0_E01321g,XP_454008.1,NA,YMR155W,Translation / Ribosome,3
OG0003227,KLLA0_C07282g,XP_452523.1,NA,CAF20,Gene expression (RNA),4
OG0002344,KLLA0_B01287g,XP_451588.1,NA,DOT1,Gene expression (RNA),4
OG0001053,KLLA0_D11924g,XP_453593.1,NA,EGD1,Gene expression (RNA),4
OG0002973,KLLA0_D01595g,XP_453140.1,NA,FCP1,Gene expression (RNA),4
OG0002284,KLLA0_C11253g,XP_452702.1,NA,MAK5,Gene expression (RNA),4
OG0002285,KLLA0_B13563g,XP_452135.1,NA,MRT4,Gene expression (RNA),4
OG0003392,KLLA0_F01364g,XP_455141.1,NA,MTR4,Gene expression (RNA),4
OG0003114,KLLA0_A05159g,XP_451227.1,NA,NMD3,Gene expression (RNA),4
OG0002907,KLLA0_C17600g,XP_452986.1,NA,PAB1,Gene expression (RNA),4
OG0000152,KLLA0_B00561g,XP_451555.1,NA,PRP43,Gene expression (RNA),4
OG0001456,KLLA0_B13860g,XP_452148.1,NA,RPA12,Gene expression (RNA),4
OG0002087,KLLA0_B06303g,XP_451816.1,NA,RPA135,Gene expression (RNA),4
OG0002755,KLLA0_A05973g,XP_451266.1,NA,RPA34,Gene expression (RNA),4
OG0001420,KLLA0_C02959g,XP_452329.1,NA,RPA49,Gene expression (RNA),4
OG0003648,KLLA0_D06699g,XP_453359.1,NA,RPB10,Gene expression (RNA),4
OG0002075,KLLA0_D16170g,XP_453773.1,NA,RPB3,Gene expression (RNA),4
OG0001244,KLLA0_F21098g,XP_456027.1,NA,RPB5,Gene expression (RNA),4
OG0000905,KLLA0_D07139g,XP_453379.1,NA,RPB8,Gene expression (RNA),4
OG0003783,KLLA0_D03234g,XP_453210.1,NA,RPB9,Gene expression (RNA),4
OG0001750,KLLA0_F23760g,XP_456138.1,NA,RPC19,Gene expression (RNA),4
OG0001256,KLLA0_E13751g,XP_454570.1,NA,RPC25,Gene expression (RNA),4
OG0002328,KLLA0_A11528g,XP_451501.1,NA,RPC31,Gene expression (RNA),4
OG0002962,KLLA0_D04532g,XP_453264.1,NA,RPC34,Gene expression (RNA),4
OG0002716,KLLA0_D14861g,XP_453719.1,NA,RPC40,Gene expression (RNA),4
OG0003257,KLLA0_C16379g,XP_452932.1,NA,RPC53,Gene expression (RNA),4
OG0001496,KLLA0_B03542g,XP_451692.1,NA,RPC82,Gene expression (RNA),4
OG0003097,KLLA0_B03476g,XP_451689.1,NA,RPO26,Gene expression (RNA),4
OG0000337,KLLA0_B00583g,XP_451556.1,NA,SIP2,Gene expression (RNA),4
OG0001885,KLLA0_E22529g,XP_454971.1,NA,SNU13,Gene expression (RNA),4
OG0002702,KLLA0_E13047g,XP_454538.1,NA,SRP40,Gene expression (RNA),4
OG0002339,KLLA0_E21935g,XP_454944.1,NA,SUB2,Gene expression (RNA),4
OG0000487,KLLA0_A04730g,XP_451207.1,NA,TIF4631,Gene expression (RNA),4
OG0002533,KLLA0_C08547g,XP_452581.1,NA,YCR072C,Gene expression (RNA),4
OG0000164,KLLA0_F10417g,XP_455554.1,NA,YJL103C,Gene expression (RNA),4
OG0001625,KLLA0_E01277g,XP_454006.1,NA,YLA1,Gene expression (RNA),4
OG0001677,KLLA0_B10890g,XP_452013.1,NA,YPR144C,Gene expression (RNA),4
OG0003175,KLLA0_D04796g,XP_453273.1,NA,CBF5,Genome / Cell cycle,5
OG0003826,KLLA0_E10781g,XP_454436.1,NA,CGR1,Genome / Cell cycle,5
OG0001767,KLLA0_D11770g,XP_453586.1,NA,CHL4,Genome / Cell cycle,5
OG0003150,KLLA0_E23937g,XP_455030.1,NA,HPA1,Genome / Cell cycle,5
OG0001133,KLLA0_E10363g,XP_454417.1,NA,MAG1,Genome / Cell cycle,5
OG0003323,KLLA0_E19119g,XP_454816.1,NA,MMS2,Genome / Cell cycle,5
OG0001396,KLLA0_C17732g,XP_452992.1,NA,MSH6,Genome / Cell cycle,5
OG0003126,KLLA0_B05159g,XP_451764.1,NA,OGG1,Genome / Cell cycle,5
OG0003152,KLLA0_C13255g,XP_452791.1,NA,POL1,Genome / Cell cycle,5
OG0001369,KLLA0_B12309g,XP_452078.1,NA,POL12,Genome / Cell cycle,5
OG0004413,KLLA0_E22419g,XP_454965.1,NA,POL32,Genome / Cell cycle,5
OG0003229,KLLA0_D03883g,XP_453238.1,NA,PRP19,Genome / Cell cycle,5
OG0000826,KLLA0_D06897g,XP_453368.1,NA,RFC1,Genome / Cell cycle,5
OG0000039,KLLA0_B12958g,XP_452108.1,NA,RNH1,Genome / Cell cycle,5
OG0003505,KLLA0_C05852g,XP_452458.1,NA,RRN11,Genome / Cell cycle,5
OG0001023,KLLA0_D02398g,XP_453175.1,NA,SCP160,Genome / Cell cycle,5
OG0002981,KLLA0_A01650g,XP_451072.1,NA,SKI8,Genome / Cell cycle,5
OG0000883,KLLA0_C01738g,XP_452273.1,NA,TFS1,Genome / Cell cycle,5
OG0000333,KLLA0_B13948g,XP_452152.1,NA,TOR1,Genome / Cell cycle,5
OG0000455,KLLA0_A07359g,XP_451327.1,NA,TRF5,Genome / Cell cycle,5
OG0000173,KLLA0_E16347g,XP_454686.1,NA,TRX2,Genome / Cell cycle,5
OG0002145,KLLA0_D19602g,XP_453932.1,NA,YNL227C,Genome / Cell cycle,5
OG0001941,KLLA0_F03124g,XP_455221.1,NA,ZUO1,Genome / Cell cycle,5
OG0003814,NA,NA,NA,AMS1,Membrane / Trafficking,6
OG0004284,KLLA0_D18326g,XP_453872.1,NA,ATC1,Membrane / Trafficking,6
OG0001679,KLLA0_A02123g,XP_451094.1,NA,CAT2,Membrane / Trafficking,6
OG0003811,KLLA0_F00484g,XP_455101.1,NA,ECM1,Membrane / Trafficking,6
OG0001621,KLLA0_F17435g,XP_455863.1,NA,ECM16,Membrane / Trafficking,6
OG0000429,KLLA0_F12056g,XP_455627.1,NA,ECM4,Membrane / Trafficking,6
OG0000720,KLLA0_F18931g,XP_455929.1,NA,EMP70,Membrane / Trafficking,6
OG0000107,KLLA0_B07777g,XP_451876.1,NA,FEN1,Membrane / Trafficking,6
