gene_id	gene_name	Scer.t0000.b2.L001	Scer.t0000.b2.L002	Scer.t0000.b3.L001	Scer.t0000.b3.L002	Scer.t0030.b2.L001	Scer.t0030.b2.L002	Scer.t0030.b4.L001	Scer.t0030.b4.L002	Scer.t0060.b2.L001	Scer.t0060.b2.L002	Scer.t0060.b4.L001	Scer.t0060.b4.L002	Scer.t0090.b2.L001	Scer.t0090.b2.L002	Scer.t0090.b4.L001	Scer.t0090.b4.L002	Scer.t0120.b2.L001	Scer.t0120.b2.L002	Scer.t0120.b4.L001	Scer.t0120.b4.L002	Scer.t0150.b2.L001	Scer.t0150.b2.L002	Scer.t0150.b4.L001	Scer.t0150.b4.L002	Scer.t0180.b2.L001	Scer.t0180.b2.L002	Scer.t0180.b4.L001	Scer.t0180.b4.L002	Scer.t0210.b2.L001	Scer.t0210.b2.L002	Scer.t0210.b4.L001	Scer.t0210.b4.L002	Scer.t0240.b2.L001	Scer.t0240.b2.L002	Scer.t0240.b4.L001	Scer.t0240.b4.L002	Scer.t0360.b2.L001	Scer.t0360.b2.L002	Scer.t0360.b4.L001	Scer.t0360.b4.L002	Scer.t0480.b2.L001	Scer.t0480.b2.L002	Scer.t0480.b4.L001	Scer.t0480.b4.L002
gene-YER146W	NM_001179036.1	202.880926	187.877866	208.73375	216.94645	231.501232	221.874378	192.253115	209.716948	190.000982	210.444278	199.435515	196.512345	196.937366	194.381157	216.572547	198.372317	204.113047	205.419168	227.046526	207.049782	163.923605	166.759641	167.163367	175.350825	196.249164	134.195226	190.137116	193.834394	185.071729	178.893367	163.679287	185.158289	164.521503	187.544159	195.278554	185.482565	131.611698	122.203674	169.185709	137.986561	166.263871	135.358388	125.730107	152.929626
gene-YER147C	NM_001179037.3	19.370952	17.938861	17.559836	19.29259	16.321208	16.706088	14.122348	15.274428	25.323185	25.043961	26.163047	25.450761	18.98927	19.70221	20.765794	21.675541	17.338976	17.936509	14.363438	16.825459	15.885563	15.806101	18.736498	19.156853	20.956551	17.602847	17.684383	18.694714	25.659578	23.800598	21.913682	24.753882	25.730382	25.755113	23.922353	24.326632	34.793893	34.143076	37.202254	36.058925	35.048868	36.651005	35.5161	38.688447
gene-YER148W	NM_001179038.3	259.414927	246.298222	243.50293	245.974754	171.437495	183.263021	160.774424	165.191329	241.57603	216.829589	232.96587	228.57433	239.710447	229.947183	238.769582	230.646026	205.942084	206.590327	192.37354	195.409416	180.41639	188.77712	180.068124	181.834051	164.378786	171.112683	168.975244	181.369304	173.932077	174.756258	178.133659	172.475982	165.187503	169.424944	159.186042	181.76308	145.923884	151.74788	154.892165	149.428184	123.346553	138.644458	146.820464	137.259357
gene-YER149C	NM_001179039.1	21.29497	23.264603	23.925496	21.572802	19.079263	18.056321	15.218239	17.094853	31.206148	31.086779	30.151363	34.940339	35.164151	30.816373	29.314896	34.106162	20.612568	23.439848	21.484632	19.124326	22.306603	21.201768	22.837805	23.099877	21.066229	24.523385	22.072318	21.021907	25.229972	30.417594	20.931396	26.107734	23.223536	25.798731	25.631471	27.783946	22.443082	22.364794	23.547856	25.2104	19.902718	20.151958	25.546274	28.795955
gene-YER150W	NM_001179040.1	90.531764	95.992985	84.040892	83.810489	1816.215368	1883.497629	1838.180299	1770.165698	567.316487	529.200886	602.561347	628.414933	374.263229	364.184239	326.560528	314.015811	380.885813	370.613131	294.018891	337.300869	805.466476	804.685031	629.812176	622.222727	1141.338434	1183.753037	1108.859603	1115.724497	1006.139928	1034.844564	1080.781823	1116.016804	1222.526121	1232.929105	1045.920621	1036.547948	1721.172301	1733.268261	1531.363824	1480.56581	1873.612775	1826.183339	1164.291967	1142.718853
gene-YER151C	NM_001179041.3	47.721303	49.730531	50.060039	47.667521	46.625302	49.746106	43.915844	45.266312	52.574397	51.852397	52.258405	54.321599	52.018161	48.675562	53.170719	51.701157	44.313073	45.123831	37.722558	39.584945	46.821674	49.556537	51.106538	50.627356	46.317983	47.435941	48.108582	44.456271	52.026649	52.242733	47.204611	48.488728	45.214454	46.651985	45.618924	47.17163	40.758566	42.322944	41.570749	41.468716	37.240092	35.947726	37.952857	39.473867
gene-YER152C	NM_001179042.3	49.703205	48.606745	44.049234	47.902098	65.871211	60.629049	67.038869	59.913649	71.181223	68.660067	69.501341	69.715554	48.172524	48.842867	55.064855	54.577909	55.504428	51.94023	49.824652	54.600612	77.028109	74.657404	83.264005	76.944886	82.073675	90.816824	86.701476	82.92299	92.792284	90.907889	103.451469	104.303255	94.607175	94.688668	102.582134	103.166311	95.285619	92.185499	100.739196	99.904962	75.700849	82.916758	76.690001	77.821908
gene-YER153C	NM_001179043.1	17.525636	13.086186	23.474038	18.579497	13.586575	16.777019	22.7584	19.36937	24.501127	27.215449	25.266041	27.526686	17.719455	21.038474	20.630278	19.125434	21.482442	19.689613	16.099856	18.920894	26.424895	25.337035	27.864825	22.718697	26.533091	22.45317	19.448292	23.074676	31.543819	24.735074	30.481525	29.977499	31.876564	25.953213	23.537032	27.415851	31.77228	29.424986	32.165085	36.875599	28.853912	26.782091	23.801073	32.135237
gene-YER154W	NM_001179044.1	61.144368	58.837494	63.123141	61.910422	96.16046	94.935108	90.613064	99.046221	89.192803	90.780449	93.045184	100.72703	71.388394	66.185969	74.252898	65.297712	67.626375	65.921134	62.833281	64.141994	81.238814	78.068625	76.524617	75.319448	77.212682	84.953468	76.905351	71.899571	68.723729	76.564738	81.195309	80.245413	58.670188	60.886794	70.058003	65.492656	56.632641	54.149445	55.329431	60.732549	44.117187	42.83832	51.621274	57.65573
gene-YER155C	NM_001179045.3	36.771791	37.086771	34.417847	36.896941	37.04723	36.495377	34.325043	33.946702	39.394431	40.209962	37.824815	38.296497	35.804224	36.991657	37.464252	36.722726	35.678153	34.631907	31.914539	31.299258	32.535209	32.801678	35.226334	37.521542	32.089818	33.416145	32.696234	31.972545	32.473165	33.177913	30.785783	31.017907	34.11966	31.460595	32.772031	30.963685	27.220874	28.904021	27.85442	26.443371	25.364002	25.321869	26.144176	26.184426
gene-YER156C	NM_001179046.3	135.672999	149.619803	143.330351	142.252007	41.996849	46.801627	47.876741	44.924114	103.333866	101.19928	104.936706	101.062309	98.533924	111.332197	114.836318	104.305648	80.606887	76.944486	78.661625	76.064926	59.422443	52.698962	68.883799	72.565932	39.901095	44.198	40.276762	42.763612	51.463444	48.986877	52.085642	47.872153	46.75591	44.071873	54.007105	55.667538	41.274281	42.022994	43.238856	43.659168	43.376183	43.02381	61.205005	51.865532
gene-YER157W	NM_001179047.1	24.277314	24.319769	22.762428	24.89488	23.805809	24.80093	21.944879	22.903006	25.810097	26.158824	26.842772	25.054601	26.36668	27.374051	25.26573	24.537637	22.837061	23.487429	19.228138	20.571745	24.423167	23.336681	26.124329	25.140453	23.278544	23.085819	24.086245	24.161527	20.876652	23.825296	24.632428	24.773271	25.924488	24.139056	22.865286	26.016073	20.73605	21.435056	21.267429	22.641734	19.994907	19.764586	23.160428	20.569156
gene-YER158C	NM_001179048.1	13.012715	13.878746	13.854636	13.139573	20.800586	23.255031	19.307466	21.302968	16.039471	17.410469	19.287042	22.820718	14.559663	13.720991	13.345707	13.181251	18.984597	17.250649	15.739343	15.364329	29.626739	29.674086	27.264214	27.531133	35.929017	35.60359	36.60886	34.88308	41.876792	44.126728	43.159538	40.583972	45.404005	47.993457	51.264937	52.575119	55.792222	54.832785	65.13072	65.011421	57.069935	55.56544	84.057676	82.491885
gene-YER159C	NM_001179049.3	221.161299	201.912316	207.750823	210.06892	186.890695	177.558606	165.454983	187.268632	209.234117	210.225968	202.324551	216.113045	203.639205	210.880168	227.558962	210.453214	174.956552	183.486038	196.39015	190.224211	202.926978	181.854394	208.966654	215.9891	247.261338	235.7313	221.109613	244.38341	318.599812	321.728268	307.6356	294.272247	358.417391	336.706784	381.7727	364.279014	408.569943	456.859222	461.149134	509.152618	458.599019	481.07181	503.045617	535.427355
gene-YER159C-A	NM_001184429.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-YER160C	NM_001179050.4	9.758395	8.123805	11.391376	12.14312	14.864013	13.829921	10.414235	9.600642	15.610673	22.718168	18.990252	15.412594	16.143831	18.261076	13.32254	15.408518	11.189965	9.706352	5.014293	10.102377	12.843599	16.844571	18.765077	17.512757	20.092211	17.748694	27.869771	29.085659	37.774454	39.880849	27.67833	23.065951	34.944021	41.394721	38.392931	34.161682	70.948138	69.803773	52.859557	49.451883	45.015692	41.378263	60.400934	46.874033
gene-YER161C	NM_001179051.1	53.423214	53.352245	59.794035	61.40035	66.255215	63.660874	60.073298	63.741037	64.2634	69.750988	61.123517	61.507553	61.988048	63.989462	58.744528	63.02755	58.847586	51.823818	50.922933	52.284559	57.504934	55.231373	62.822635	63.74849	61.814958	63.902285	59.132733	56.732452	67.540159	67.951698	65.589847	63.600002	57.752324	52.478265	57.665316	54.591804	57.950286	61.75252	61.458743	64.148531	57.291555	57.435435	52.032186	49.173913
gene-YER162C	NM_001179052.4	14.901083	14.13622	15.56232	12.312128	36.67814	34.202448	32.839719	33.271571	22.094054	22.907949	21.219579	20.646807	17.086783	16.16026	17.147433	16.036541	19.999827	20.247951	17.6262	17.608814	26.253269	24.876113	25.330254	26.813811	33.342159	35.089442	33.010067	33.366039	34.262541	33.269168	35.251481	39.517924	36.890078	32.537249	32.534002	34.75352	46.882896	45.574047	47.105037	47.402737	46.559957	53.759542	37.603175	35.203087
gene-YER163C	NM_001179053.3	48.288308	56.345452	58.934607	55.844416	166.183833	171.279618	154.595155	171.968676	120.157428	112.156049	128.903242	121.438026	90.663146	87.776524	84.952739	95.367437	104.496183	110.244509	114.890034	114.88096	164.736254	155.37259	147.83483	155.843436	178.916293	179.266855	196.259529	183.320897	171.628646	181.63188	172.076492	200.128376	171.847053	158.446952	159.889318	174.375787	122.042443	114.898974	130.321559	141.79009	102.134498	107.499314	102.001629	100.813416
gene-YER164W	NM_001179054.1	34.987014	36.048793	32.894866	33.257327	30.740733	32.333714	29.484882	30.334236	32.113546	31.854296	31.313193	32.239388	34.034243	34.757714	33.958864	33.88217	27.132732	29.301205	21.128774	21.926361	27.354203	27.441937	28.96181	31.476382	27.533485	26.772413	25.107795	26.343956	30.186246	29.99956	26.879702	26.193927	29.884137	26.190593	28.321851	27.476414	29.592467	29.9852	29.258012	28.58092	28.436614	27.13597	29.251214	29.611476
gene-YER165W	NM_001179055.1	437.94633	434.743206	373.332216	376.373996	211.333952	210.561743	244.032145	243.98586	353.058395	351.456535	355.162812	358.091957	361.441002	351.375625	374.975129	371.858496	279.35786	278.478675	278.612244	276.378782	203.441323	203.883631	257.270751	269.068762	206.962011	206.077113	200.130021	195.95223	223.606443	220.546069	217.759338	222.414882	229.37215	229.888353	249.515279	247.022892	218.315891	215.835272	231.702192	235.489803	220.493663	222.641486	250.414013	254.002233
gene-YER166W	NM_001179056.3	40.806802	39.385195	40.233192	38.865231	40.418999	39.284644	38.797245	36.149536	37.244295	37.518102	36.559971	38.358683	41.488926	41.52471	40.779753	40.053912	36.870458	38.825897	34.080066	34.209859	42.708486	41.575758	46.89453	45.530014	46.732125	46.78014	47.19221	47.939048	51.320806	50.381343	47.016083	48.414963	56.906622	54.602108	52.791544	53.399548	53.488692	54.044379	52.872766	55.060097	53.017227	53.188022	55.335448	54.469836
gene-YER167W	NM_001179057.3	31.081239	30.387362	30.028717	29.833375	44.018701	43.255568	42.387997	39.986971	38.131454	34.4154	39.03742	37.804496	31.586783	32.973928	32.98322	30.798623	36.026414	32.812188	27.624853	28.422667	34.821125	36.911501	36.09103	36.143729	37.447641	39.542147	39.990333	37.910137	43.127717	43.014219	40.166243	38.956722	40.318102	39.030057	40.970226	40.888634	48.070035	46.180578	45.996042	44.593903	54.805831	55.74935	57.778451	58.543398
gene-YER168C	NM_001179058.1	37.353496	40.11849	40.802151	39.594948	34.56351	34.069432	32.899198	30.36742	44.019628	42.263455	43.182683	48.131861	42.858416	42.614908	43.493425	44.415006	34.129444	34.484665	32.48031	37.158381	28.743338	28.382038	35.457228	32.778196	27.033721	30.758108	26.855683	30.224562	31.032427	31.6838	31.307095	29.70043	29.132744	28.088036	28.817584	29.924364	30.733804	33.179669	31.398532	29.543845	29.892332	32.222028	37.346392	36.514339
gene-YER169W	NM_001179059.1	24.349332	20.701027	21.492191	21.197168	33.328817	34.219648	29.774158	34.26868	26.718164	25.684647	28.394461	31.328336	24.6052	24.577404	23.705106	23.524366	21.611332	20.591214	18.078153	16.274011	27.638845	25.6045	28.601624	30.062446	33.659299	35.204502	32.520114	30.677696	40.405182	37.417467	37.622767	37.910934	44.083913	43.21733	42.223828	45.465149	75.302452	74.994713	74.342101	75.157312	91.071998	92.624876	90.272994	91.186117
gene-YER170W	NM_001179060.3	21.171136	24.77207	22.366256	20.529376	34.921626	36.279288	33.086703	42.03206	27.759267	26.976873	34.824415	28.772254	29.760629	28.120363	30.118573	31.592076	34.858903	26.863833	34.464473	30.126646	36.346838	44.550304	38.938017	44.334462	40.916374	34.231719	36.936556	52.423698	37.800441	40.285975	35.361328	37.114547	35.737488	41.592139	40.204785	46.087597	24.545077	21.584188	23.188919	23.870308	13.619102	14.86023	26.505774	23.044362
gene-YER171W	NM_001179061.3	28.020124	28.300396	30.128555	31.462095	25.232587	23.801788	21.573023	24.299934	33.257192	32.938172	32.255633	32.365855	32.354836	32.039516	31.748028	30.703996	24.733154	25.153973	23.367534	23.462756	20.159252	20.722682	23.702984	22.400585	21.056816	18.56781	19.644143	17.853368	23.746949	19.946671	24.228402	20.088879	21.633979	21.295868	19.426311	21.0291	25.249824	22.918188	23.425785	24.382617	26.345382	27.756239	29.23433	29.949078
gene-YER172C	NM_001179062.1	13.924656	14.663071	13.85335	14.885998	10.310547	10.580384	9.188969	9.598318	14.190459	13.474401	13.332901	13.875523	13.937944	13.142751	13.535046	13.224956	11.784762	11.232983	10.063076	10.538918	9.303398	9.146951	11.30893	11.942728	10.148596	10.496203	9.084031	10.071758	11.080417	11.44664	10.672555	10.408498	11.671373	12.300578	12.375007	11.98442	14.086523	14.344907	12.833156	12.462704	12.453672	12.589164	12.292216	13.054426
gene-YER173W	NM_001179063.1	17.494831	16.068338	16.863122	14.612796	13.518276	15.717971	15.129613	15.715439	23.302365	21.494369	22.067408	20.809381	20.627163	18.342729	19.982947	19.636844	18.492712	18.107288	15.894621	16.135351	18.110105	17.548703	21.194708	19.418961	21.458154	20.095723	22.890113	20.451818	23.025275	22.785575	24.002414	23.518217	24.552597	25.792301	25.063032	23.973889	29.509315	27.88123	27.853707	29.391582	31.280617	30.420867	33.432389	29.766491
gene-YER174C	NM_001179064.3	55.350439	45.423233	50.40363	51.049031	72.158754	82.324895	69.853026	65.022274	98.729461	102.190136	66.507704	67.552379	90.756	84.74027	60.177902	65.561598	72.154958	71.207462	85.170118	81.965389	71.425652	55.197784	65.739882	59.432834	58.951518	54.714795	59.760342	66.174386	59.917141	66.124859	68.012273	64.639021	59.072489	62.340139	77.286013	71.208794	81.171536	79.74919	75.406684	72.107671	86.654669	96.925286	85.691275	88.327009
gene-YER175C	NM_001179065.3	40.592042	38.42422	37.274341	46.621996	80.617921	75.322912	84.562195	92.930251	51.27626	41.290541	38.565371	42.811908	34.530691	36.405813	39.775296	36.813624	61.654366	58.034699	61.319109	50.344855	90.561954	86.634002	88.299681	79.744812	103.844781	97.215552	102.323381	111.564869	97.374513	103.581402	107.369952	100.74337	96.039751	101.609775	99.438869	98.248033	112.474236	106.218858	109.219123	103.827119	95.483774	98.237195	103.309762	99.394613
gene-YER175W-A	NM_001184589.1	0	0	3.867383	0	0	0	3.107411	3.150658	6.34084	3.203622	0	3.466102	9.387656	0	3.226524	0	22.985452	0	7.006861	0	3.870668	3.927483	3.533385	0	3.585324	7.277138	3.851085	7.838747	4.327979	0	10.609796	10.701625	17.029915	0	3.929652	7.969259	3.653563	3.708432	6.861117	10.400421	0	6.70209	11.855225	0
gene-YER176W	NM_001179066.1	28.413984	26.843046	27.210883	28.841506	26.354244	26.063871	23.661717	24.934377	30.878912	30.924256	29.732351	28.40211	28.861645	28.017932	28.087358	31.826308	27.444315	26.264147	23.95232	23.815038	24.011375	24.441778	29.253732	28.657733	24.840463	27.120458	27.479894	28.844346	29.864375	29.344619	30.245655	28.605788	29.060609	26.356966	27.77039	31.216605	33.882313	33.950007	34.371018	33.565164	33.011267	31.549463	34.161042	34.339551
gene-YER177W	NM_001179067.3	1539.332361	1495.918222	1452.292237	1472.313315	2477.648013	2419.367108	2246.726832	2193.195605	1884.958098	1861.918481	1991.96011	1992.055208	1520.561371	1573.531341	1475.741385	1468.700797	1955.852589	1884.281382	1935.339711	1894.677598	2611.538077	2600.123136	2473.086898	2433.83479	2839.434678	2862.909982	2902.77925	2863.74556	2807.928937	2845.866093	2840.706601	2874.661613	2882.857755	2889.645729	2981.669231	2981.973305	2629.217462	2635.498626	2582.763364	2607.444555	2422.43128	2450.334655	2437.291257	2450.1729
gene-YER178W	NM_001179068.3	413.39593	403.517111	402.326097	400.956569	682.886481	665.217787	641.687938	630.218495	609.93835	609.820466	606.334188	612.594222	469.71809	455.719781	455.538057	463.785496	466.039641	456.544316	457.584967	459.3644	646.096658	641.141453	639.166981	646.894864	737.318	729.321473	728.386503	738.407678	726.088364	712.623855	733.756357	741.829832	724.838649	717.395832	734.803861	735.582626	586.7561	594.733935	612.911603	615.964455	474.491083	488.641162	481.594581	478.799167
gene-YER179W	NM_001179069.1	3.229545	5.367589	3.324915	7.015104	18.126635	18.066484	14.014566	16.399366	8.661394	7.445582	6.423572	7.970146	6.730606	5.871692	4.834722	5.638633	7.564708	10.164875	6.963447	10.920173	12.731197	16.241583	13.263931	14.31541	18.501267	20.520085	19.270053	18.979768	21.968397	19.386979	18.215179	17.736732	19.926563	21.543487	18.59495	16.864663	15.294859	20.834037	18.733889	18.842372	20.65196	19.11207	20.104105	19.93303
gene-YER180C	NM_001179070.1	27.943954	26.569242	26.945567	28.223856	31.582618	31.711707	28.332956	30.824629	37.268778	37.433426	32.36871	32.368504	32.973369	38.066727	31.668997	35.80118	32.584243	34.804513	33.607696	33.576988	40.767812	40.125357	34.654941	40.726354	41.890755	46.226803	37.47655	43.170173	48.352516	52.527522	55.167592	49.949491	59.002953	53.949342	65.309583	57.853315	70.836738	66.98528	72.588998	77.844269	91.083659	85.800362	97.929365	88.154555
gene-YER180C-A	NM_001184517.3	22.576205	28.921047	38.182038	41.373726	53.54937	47.083887	37.245834	39.685768	41.137068	37.174975	44.570485	45.236434	32.223013	47.921117	44.733531	40.496305	56.634146	59.027408	38.530928	60.585081	64.384489	52.428763	43.11264	60.257446	76.083851	73.491144	84.713238	86.876662	93.882799	68.485132	66.824807	98.417022	71.911572	79.268584	98.730312	95.690449	120.150596	130.304382	110.956785	131.320744	142.911027	147.586066	132.709348	107.355701
gene-YER181C	NM_001348828.1	0	0.759108	0	0	0	0	0	0.658943	0	0.668332	0	0	0	0	0	0	0.57932	0.585159	0	0	0.790746	0	0	3.043699	0.734204	0.743902	0	1.599904	0	1.788915	0	1.452057	3.523082	1.420715	0	0	2.325911	1.56874	0	0.711744	1.999933	2.032253	1.617703	2.439386
gene-YER182W	NM_001179072.3	30.403762	28.241402	30.825361	31.852908	90.670686	88.423035	93.713713	87.745112	50.508655	52.869202	51.234132	47.32594	42.614311	43.363891	35.533618	38.260287	47.201368	47.674079	48.375133	44.657005	91.624744	83.63939	70.031506	68.879113	95.528698	98.17059	95.865549	101.887546	92.304785	93.421954	94.450847	97.055008	91.786684	95.210394	84.805733	88.112959	103.120983	94.649697	92.797418	89.848447	101.211283	96.052085	86.319818	75.437182
gene-YER183C	NM_001179073.1	52.897537	52.628551	58.70418	58.935895	59.204538	62.245623	53.433777	53.535913	73.118872	68.206987	69.915013	63.029761	67.919861	62.776189	63.158736	70.585015	59.84425	73.649038	72.066451	65.747962	69.693205	72.318153	72.533257	66.080169	64.851452	66.262176	72.078042	66.981975	71.222935	74.729249	66.207054	74.168824	76.434664	68.870932	67.881332	76.643423	65.938636	65.760649	67.84215	76.038644	64.167836	68.178895	73.811048	60.129015
gene-YER184C	NM_001179074.1	6.163349	5.958314	7.149684	5.76945	5.951624	6.630914	7.65309	7.217812	7.630428	7.071732	6.337725	7.612672	5.973454	5.853209	8.032984	5.541957	7.223618	7.350499	5.690735	6.861244	7.692887	8.094274	7.94593	8.667375	9.079347	8.594619	8.41504	9.398072	9.832392	10.761182	10.745574	11.332585	12.097669	12.348354	11.746975	10.309547	11.179008	12.912231	12.526535	13.690253	11.862796	12.727085	12.406472	11.365011
gene-YER185W	NM_001179075.3	4.238822	3.851325	4.071883	3.172353	3.96225	3.144785	3.767065	3.812457	3.837201	5.074736	4.212758	3.544589	4.009106	3.660261	3.163127	4.198832	3.041574	3.074561	3.091751	4.538728	3.598928	2.849656	4.667586	3.09415	3.656714	2.824382	2.802837	2.367212	5.733353	4.596656	4.60839	5.083401	4.784809	3.415715	3.609137	3.971802	8.41052	7.267967	7.670709	5.176536	11.941553	11.400165	13.992054	9.048204
gene-YER186C	NM_001179076.3	57.443173	54.118732	62.636727	49.494671	46.667864	46.438136	48.487907	49.074475	55.516581	56.051654	49.347591	49.880971	50.14255	53.010176	45.0111	52.620619	53.836623	54.759661	63.424935	48.885378	63.9711	62.720519	63.222034	62.119814	80.45515	82.650453	85.798157	82.439738	100.193165	100.561971	93.719615	102.269875	105.903586	114.132574	109.245005	115.157969	149.042457	143.241397	150.809735	146.70023	160.008635	159.670697	188.619607	188.734436
gene-YER187W	NM_001179077.1	8.609847	5.511398	6.721305	7.298368	6.144658	10.155472	5.183116	4.015304	4.453949	1.220381	3.55298	4.049899	2.073647	4.612558	1.747756	4.83002	3.499907	2.824855	3.434447	1.29796	2.399294	2.913706	4.120962	5.97081	4.468613	8.601234	6.242909	3.879914	4.270861	3.798976	2.64211	6.185786	5.138819	3.023124	5.313298	2.435288	5.215321	3.836587	6.026581	5.212774	5.19366	6.910635	7.302498	8.81245
gene-YER188C-A	NM_001184633.1	1.74166	0.883122	0	0.939865	0.837464	0.843614	1.519977	1.531866	0	1.554168	4.207342	3.414401	0	0.801278	1.651132	0	1.351258	0	0.825182	2.495807	0.920278	2.797395	0.879957	0.884845	3.417746	3.461209	0	0.931667	1.022821	5.205906	3.365993	0.844931	0	4.961938	0.932678	5.640014	1.801199	7.287502	0.819634	0.827782	3.11564	1.583535	0	3.798886
gene-YER188W	NM_001348829.1	4.01106	4.267663	4.071012	3.038089	4.860121	8.431972	5.158752	5.753747	4.888229	5.474549	3.978028	5.050213	3.11934	2.045079	5.305808	3.955041	4.640925	4.06204	4.034755	4.070084	5.141557	6.935641	5.823243	4.861036	6.204569	7.720823	6.405266	5.835533	9.044303	6.778703	8.080805	6.747932	10.383175	14.182956	12.249565	9.346859	20.874258	21.154404	18.041204	18.6375	18.856207	17.251136	29.102678	26.740437
gene-YER189W	NM_001179079.3	3.804934	4.878551	2.271504	3.687058	5.410077	2.436804	2.722299	2.79551	3.460937	3.63588	5.262591	3.76306	2.611576	0	2.175774	2.937769	4.891257	0.563532	0.644438	1.297359	4.684861	8.468137	3.788222	6.866388	5.372997	2.855478	8.391279	9.538609	8.395172	10.692838	10.084777	5.867432	3.305822	5.91897	12.769716	8.583997	8.181115	3.79502	2.895074	3.705518	7.915518	3.709647	3.542897	6.223703
gene-YER190C-B	NM_001184590.1	0	0	0	0	0	0	0	0.369561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458905	0.44214	0	0	0	0	0.567468	0.604161	0	0.936532	1.620934	0	0	0	1.02284	0	0	0	0	0	0	0
gene-YER190W	NM_001179080.3	4.534418	0.776394	3.989008	3.507462	2.52598	1.18639	3.392971	1.489205	5.623509	4.217401	6.164035	6.180189	1.81133	2.499676	1.517896	4.153575	7.171744	5.884978	4.982552	2.471514	5.114314	5.223313	4.978848	4.525646	3.876144	3.071643	4.579183	3.462376	4.825765	6.57135	4.931971	2.82525	10.250367	7.756852	4.751068	7.341789	4.666303	5.285653	4.348371	6.058926	4.176366	2.516576	1.507044	3.651683
gene-YFL001W	NM_001179965.1	36.779226	44.170324	37.546217	41.625404	23.467727	23.021384	22.023661	19.249798	43.072582	44.882275	46.610071	40.355953	40.82506	40.355895	43.315063	43.832828	31.366639	33.167131	33.008745	30.643025	20.319271	26.648703	29.261779	25.346941	19.65038	19.338007	19.405484	16.111564	23.53347	21.617413	25.338334	25.411033	18.847109	23.21735	23.933574	24.456808	23.196601	21.859733	21.458139	23.562692	21.721176	23.918621	25.829406	28.210892
gene-YFL002C	NM_001179964.1	42.211081	41.814751	41.43669	40.636805	17.55351	16.013426	15.847344	16.245299	40.968852	39.050318	40.743967	41.42744	39.832775	38.167907	44.241899	43.515469	29.487521	27.454966	23.566717	26.482976	17.308413	17.722913	21.714696	22.176793	17.286229	15.375036	17.115671	16.064057	22.09661	24.671607	20.558225	21.356867	23.611201	23.535382	25.273503	25.765075	32.046342	30.910124	35.057814	31.1859	35.043212	37.244362	35.327837	33.152943
gene-YFL002W-A	NM_001180862.2	28.387862	30.757627	27.816903	23.841735	102.74417	108.987953	89.674937	83.241661	68.49964	75.462438	53.854084	54.308563	44.458564	44.675832	34.692419	38.715025	46.330272	47.574404	52.638309	45.722605	76.60129	79.340912	70.868163	71.300344	101.465075	83.285757	121.719933	141.751353	113.506557	119.148959	120.643589	111.282954	121.261878	125.641955	114.241785	102.612124	158.446564	167.757676	117.56808	128.478034	114.962152	113.200311	118.72144	116.016302
gene-YFL002W-B	NM_001184430.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-YFL003C	NM_001179963.1	1.954909	1.550606	1.923175	1.808424	2.420938	1.870453	2.009118	1.923319	1.547298	1.604935	1.823365	1.944073	2.521882	1.933083	1.43223	2.208828	1.929315	1.953492	2.098742	1.787603	2.00975	2.773391	2.57009	2.560865	2.607304	3.004346	2.356707	2.440219	3.39421	2.321677	3.113221	2.468338	3.629864	2.674495	2.65578	3.205135	4.237253	3.566261	3.750975	3.635225	5.260698	6.217014	6.636383	5.418759
gene-YFL004W	NM_001179962.1	72.556744	72.251881	75.335164	73.819001	58.383642	57.631145	56.715277	54.923493	105.685221	107.024092	100.900707	98.097772	150.141752	151.395825	154.176269	151.11784	181.295593	178.583857	159.12516	164.378755	179.165905	194.314138	210.312901	206.938466	202.542628	198.519501	206.187664	203.466889	228.25069	224.642149	214.15331	216.161007	223.442165	222.307613	232.504547	229.467712	202.447624	198.528595	207.464869	209.908151	166.646429	166.93697	189.441179	189.715702
gene-YFL005W	NM_001179961.1	174.932136	195.19294	190.069345	187.975738	227.276887	251.875005	243.755521	246.617092	180.775119	187.581634	186.636706	178.69868	185.482852	184.792601	192.212783	180.977881	205.809125	204.679541	210.472565	218.09268	247.755991	243.868567	230.144624	232.674848	260.412525	261.582848	249.113517	274.082068	262.65059	256.693308	288.655568	275.280224	257.33891	249.555617	266.291258	290.868948	261.959364	249.351879	279.513936	256.197725	242.813573	252.466946	269.067094	258.572059
gene-YFL007W	NM_001179959.1	26.607196	26.479698	25.126575	23.993471	44.666631	46.755475	43.00569	41.095213	40.333646	38.92781	35.476788	36.974543	27.720407	26.723673	23.852459	24.975094	24.996753	24.971366	24.441786	24.518318	30.911126	29.837317	33.087595	33.401669	37.057179	36.902848	37.943278	37.003448	39.065859	36.869487	38.346943	40.569343	41.939002	41.837259	39.451903	41.059344	50.563065	50.137444	48.178206	46.320923	53.106675	54.745799	49.397741	48.538596
